"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","Temperature of Water_cel","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Nitrate as N_mg/l","Ammonia un-ionised as N_mg/l","pH_phunits","Oxygen, Dissolved as O2_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"70",694,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35854,1,"SU",59663,81001,"SU5966381001","GB106039030331",49,0.3,133.97,8,52,320,0,40,40,20,216,NA,NA,NA,"1995-01-01","1995-04-27","2013-10-23",13,FALSE,1,8207,"THAMES (W AREA)","SU5966381001",365273,1,"",2003-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",367883,"2003-12-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,141,5.22,28,127.5,4.55,NA,NA,NA,NA,NA,NA,NA,20,89,4.45,NA,NA,NA,1,9.27,10.79,26,154,5.92,NA,NA,NA,NA,3,0,4,52,7.69,28,128.3,4.58,"No",2003,9,"4B0DC6E6-87E0-4B4E-BF7C-6C24A231F8E4","TH-PTHR0120",0.044,19.35,89.6,0.447,6.545,0.00158,8.06,8.235,1.7,0.03365,6.58,9.1,NA,"4B0DC6E6-87E0-4B4E-BF7C-6C24A231F8E4",84,108,2,42,29,3,71,0,53,623,30,1024,7,100
"71",700,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35864,1,"SP",48349,9276,"SP4834909276","GB106039030334",59,0.5,82.81,7,25,230,15,40,20,25,205,NA,NA,NA,"1995-01-01","1990-04-30","2013-11-18",22,FALSE,1,8250,"THAMES (W AREA)","SP4834909276",374840,1,"",2003-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369199,"2004-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,100,5.56,20,101.7,5.09,NA,NA,NA,NA,NA,NA,NA,13,59,4.54,0.63,0.63,100,1,4.42,22.62,17,112,6.59,NA,NA,NA,NA,4,0,10,34,29.41,20,104.9,5.25,"No",2003,11,"AD80A2A2-6A72-4B4E-80E0-7A7E49E2F5BA","TH-PTHR0110",0.03,22.325,105,0.3665,4.52,0.001165,8,9.1,1.5,0.03145,4.475,8.05,NA,"AD80A2A2-6A72-4B4E-80E0-7A7E49E2F5BA",331,237,0,1,8,0,32,0,47,55,22,712,7,40
"72",701,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2022-09-21",53,FALSE,1,8260,"THAMES (W AREA)","SU0181494776",377300,1,"",2003-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",371860,"2004-03-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,40,3.64,12,43,3.58,NA,NA,NA,NA,NA,NA,NA,7,28,4,0.63,1,63,1.75,4.65,37.63,9,57,6.33,NA,NA,NA,NA,3,0,4,21,19.05,12,49.4,4.12,"No",2003,11,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",0.043,16.23,68.15,0.02,NA,0.000275,7.3,6.675,2.4,NA,2.875,NA,NA,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",13,15,0,6,0,0,3,0,494,36,14,582,1,3
"73",703,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35879,2,"SU",76447,83083,"SU7644783083","GB106039023233",36,0.3,166.14,8,72,280,4,72,20,5,223,NA,NA,NA,"1995-01-01","1989-10-02","2014-10-16",28,FALSE,1,8318,"THAMES (W AREA)","SU7644783083",376258,1,"",2003-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370796,"2004-02-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,95,4.32,26,103.2,3.97,1,9,9,12,3,12,108,16,71,4.44,NA,0.86,0,0.5,8.04,6.22,22,134,6.09,2,13,6.5,1,6,16.67,5,52,9.62,26,108.9,4.19,"No",2003,10,"B90A5049-81E8-4BD7-9527-6D1DD1469F91","TH-PTHR0088",0.0923333333333333,21.4033333333333,87.6,0.255666666666667,6.75,0.00317,7.93,7.79333333333333,1.73333333333333,0.0520666666666667,6.8,5.75,NA,"B90A5049-81E8-4BD7-9527-6D1DD1469F91",310,203,4,5,10,0,67,0,35,156,29,792,3,77
"74",709,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35891,1,"SU",56873,93535,"SU5687393535","GB106039030334",45,0.3,115.99,8,45,310,1,79,20,0,213,NA,NA,NA,"1995-01-01","1990-11-14","2013-09-02",14,FALSE,1,8396,"THAMES (W AREA)","SU5687393535",364599,1,"",2003-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368220,"2004-01-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,89,5.56,17,83.8,4.93,NA,NA,NA,NA,NA,NA,NA,11,56,5.09,NA,NA,NA,0.75,5.12,14.65,15,98,6.53,NA,NA,NA,NA,2,0,2,26,7.69,17,83.8,4.93,"No",2003,9,"BBD4AA04-43DF-401E-9A82-D82E13030E58","TH-PTHR0083",0.0725,19.455,92.6,0.4235,6.85,0.002625,8.095,8.49,1.6,0.0421,6.89,10.8,NA,"BBD4AA04-43DF-401E-9A82-D82E13030E58",5,13,0,0,3,1,7,0,2,19,17,51,5,10
"75",714,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35901,1,"SU",50531,97181,"SU5053197181","GB106039030334",50,0.5,100.09,8,40,300,1,79,15,5,236.2,NA,NA,NA,"1995-01-01","1992-11-23","2013-09-03",18,FALSE,1,8443,"THAMES (W AREA)","SU5053197181",365107,1,"",2003-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",371892,"2004-02-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,82,4.56,18,81.4,4.52,NA,NA,NA,NA,NA,NA,NA,12,48,4,0.63,0.63,100,2.25,4.68,48.08,16,101,6.31,NA,NA,NA,NA,2,0,6,28,21.43,18,78.8,4.38,"No",2003,9,"52AAA208-2870-4E8A-8DE4-871D9451E4FD","TH-PTHR0077",0.041,19.41,90.6,0.309,5.23,0.00148,8.14,8.31,1.5,0.0329,5.26,NA,NA,"52AAA208-2870-4E8A-8DE4-871D9451E4FD",18,22,0,10,13,0,12,0,20,28,19,123,3,25
"76",718,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2022-10-07",55,FALSE,1,8488,"THAME","SP7966615281",375423,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369919,"2004-01-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,129,4.96,26,112.7,4.33,15,23,1.53,3,5,5,7.67,18,81,4.5,2.5,7.75,32.26,1.25,7.33,17.05,24,148,6.17,16,102,6.38,3,30,10,6,42,14.29,26,115.4,4.44,"No",2003,9,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",0.0353333333333333,15.78,68.8666666666667,0.463,0.891666666666667,0.000756666666666667,7.86333333333333,6.82,1.26666666666667,0.0288,0.92,NA,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",12,29,0,8,25,5,17,0,42,37,27,201,6,42
"77",722,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35927,1,"SP",77772,13503,"SP7777213503","GB106039030370",70,0.4,31.6,4,10.7,143.33,1,10,8,81,249,NA,NA,NA,"1995-01-01","1989-12-13","2018-11-09",23,FALSE,1,8558,"THAME","SP7777213503",376003,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370440,"2004-02-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,105,4.57,23,92.8,4.03,2,5,2.5,3,5,5,12.5,15,64,4.27,3.5,3.5,100,2.5,6.89,36.28,21,128,6.1,2,16,8,3,6,50,8,41,19.51,23,98.1,4.27,"No",2003,9,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7","TH-PTAR0020",0.0315,17.32,56.45,1.1575,4.26,0.000535,7.725,5.42,1.1,0.02495,4.285,NA,NA,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7",50,85,1,3,49,12,58,0,153,54,25,467,5,107
"78",724,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35929,1,"SU",57975,93828,"SU5797593828","GB106039030240",49,0.3,75.89,6,17,45,2,69,22,8,240,NA,NA,NA,"1995-01-01","1990-03-14","2014-09-09",25,FALSE,1,8574,"THAME","SU5797593828",364597,1,"",2003-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",374600,"2004-02-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,178,5.74,32,170.4,5.33,2,12,6,10,7,10,60,23,107,4.65,3.13,3.38,92.6,9.25,15.57,59.41,30,207,6.9,2,16,8,2,7,28.57,24,58,41.38,32,173.1,5.41,"No",2003,9,"05BDF1FE-81BE-4BBE-88B4-BD22A8DB7044","TH-PTAR0022",0.033,17.86,90.8333333333333,0.860333333333333,5.59333333333333,0.00103333333333333,8.03333333333333,8.59333333333333,2.23333333333333,0.0903333333333333,5.68,11.1666666666667,1.00833333333333,"05BDF1FE-81BE-4BBE-88B4-BD22A8DB7044",49,47,2,4,91,13,33,0,28,270,33,606,10,124
"79",727,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35934,1,"SP",27758,4885,"SP2775804885","GB106039030280",80,1.1,12.46,1,3.7,23.33,2,45,40,13,250,NA,NA,NA,"1995-01-01","1989-10-10","2013-11-14",22,FALSE,1,8597,"SHILL BROOK","SP2775804885",375438,1,"",2003-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369920,"2004-01-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,143,5.11,31,158.5,5.11,NA,NA,NA,NA,NA,NA,NA,21,96,4.57,1.13,1.13,100,7.29,11.97,60.9,27,186,6.89,NA,NA,NA,NA,3,0,27,58,46.55,31,158.5,5.11,"No",2003,9,"7D2FAFE3-F52A-4AF1-9117-553299686B4C","TH-PUTR0081",0.03,14.08,87.3,0.025,9.165,0.00053,7.855,8.96,1,0.0158,9.18,NA,NA,"7D2FAFE3-F52A-4AF1-9117-553299686B4C",40,345,16,61,113,1,122,0,31,147,33,883,9,235
"80",732,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTH MARSTON BROOK",35941,1,"SU",19814,87939,"SU1981487939","GB106039022910",93,3.8,2.2,1,1.3,10,11,31,42,17,211,NA,NA,NA,"1995-01-01","1990-03-19","2015-10-14",23,FALSE,1,8669,"SOUTH MARSTON BROOK","SU1981487939",373096,1,"",2003-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",366881,"2003-12-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,72,4.8,16,70.6,4.41,NA,NA,NA,NA,NA,NA,NA,9,43,4.78,NA,0.49,0,0.5,3.4,14.71,13,87,6.69,NA,NA,NA,NA,3,0,7,23,30.43,16,69.8,4.36,"No",2003,11,"8A473A78-2CCE-4D76-A98E-93274B1C200B","TH-PUTR0135",0.392,16.48,77.2333333333333,0.0616666666666667,0.759333333333333,0.00525333333333333,7.9,7.52666666666667,2.6,0.178266666666667,0.938333333333333,NA,NA,"8A473A78-2CCE-4D76-A98E-93274B1C200B",45,50,0,7,5,0,0,0,29,30,17,167,4,5
"81",736,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","SCOTSGROVE BROOK",35948,1,"SP",70835,7077,"SP7083507077","GB106039030270",69,0.8,20.01,1,4.7,108.33,1,18,18,63,252,NA,NA,NA,"1995-01-01","1989-09-13","2015-10-22",27,FALSE,1,8713,"SCOTSGROVE BROOK","SP7083507077",376006,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370432,"2004-02-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,36,4.5,8,35.6,4.45,NA,NA,NA,NA,NA,NA,NA,5,20,4,NA,NA,NA,1.01,2.22,45.5,6,44,7.33,NA,NA,NA,NA,3,0,4,12,33.33,8,35.6,4.45,"No",2003,9,"43DEBCFB-C66F-495D-9448-FE3C5F00FF6F","TH-PTAR0033",1.37,15.78,74.3,1.43,13.5,0.0381,8.04,7.35,2.8,0.401,13.9,NA,NA,"43DEBCFB-C66F-495D-9448-FE3C5F00FF6F",20,3,0,3,0,0,2,0,14,5,8,47,1,2
"82",739,"THAMES - WEST","THAMES","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35956,1,"SU",12205,87250,"SU1220587250","GB106039023330",87,1.4,11.14,3,5.7,33.33,22,15,12,52,231,NA,NA,NA,"1995-01-01","1990-03-19","2014-10-28",35,FALSE,1,8741,"RAY (WILTS)","SU1220587250",374386,1,"",2003-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368689,"2004-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,84,4.67,19,77.8,4.09,NA,NA,NA,NA,NA,NA,NA,11,49,4.45,0.5,0.5,100,1.76,6.37,27.63,17,106,6.24,NA,NA,NA,NA,4,0,8,36,22.22,19,84.4,4.44,"No",2003,11,"BF50450E-D55A-40A6-B42D-A3E077300EC6","TH-PUTR0069",0.175,18.9833333333333,83.7333333333333,0.53,13.3333333333333,0.00175666666666667,7.43333333333333,7.76666666666667,1.53333333333333,0.1247,13.4666666666667,NA,NA,"BF50450E-D55A-40A6-B42D-A3E077300EC6",960,509,4,2,3,1,2,0,16,31,20,1529,4,5
"83",746,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","OG",35965,1,"SU",19475,69594,"SU1947569594","GB106039023180",125,2,10.26,1,7.3,25,13,58,20,8,242,NA,NA,NA,"1995-01-01","1989-03-23","2019-10-17",46,FALSE,1,8791,"OG","SU1947569594",379717,1,"",2003-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",374610,"2004-02-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,100,5.26,21,106.6,5.08,NA,NA,NA,NA,NA,NA,NA,13,61,4.69,NA,NA,NA,4.28,7.71,55.51,18,125,6.94,NA,NA,NA,NA,4,0,19,42,45.24,21,111.2,5.3,"No",2003,10,"AD660973-0F34-4ECD-953B-9E6FA637620F","TH-PKER0074",0.0396666666666667,12.64,106.566666666667,0.02,7.59666666666667,0.000583333333333333,7.82333333333333,11.2666666666667,1.23333333333333,0.0199,7.61333333333333,4.2,0.022,"AD660973-0F34-4ECD-953B-9E6FA637620F",237,472,2,43,11,0,5,0,2,29,22,813,6,16
"84",755,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35983,1,"SU",39982,95603,"SU3998295603","GB106039023430",60,1.2,20.96,2,5,66,5,23,37,35,265,NA,NA,NA,"1995-01-01","1990-04-10","2013-10-31",26,FALSE,1,8917,"OCK","SU3998295603",365106,1,"",2003-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368621,"2004-01-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,164,5.29,32,164.5,5.14,NA,NA,NA,NA,NA,NA,NA,22,89,4.05,0.63,0.63,100,5.51,12.85,42.88,29,190,6.55,NA,NA,NA,NA,3,0,17,55,30.91,32,166.9,5.22,"No",2003,9,"97F6F6B6-3399-434B-8A12-AA6DFE0A3C45","TH-POCR0017",0.0386,17.704,102.76,0.572,5.194,0.001174,8.03,9.754,1.46,0.04892,5.242,7.48,NA,"97F6F6B6-3399-434B-8A12-AA6DFE0A3C45",34,25,0,34,21,28,25,0,59,275,35,523,10,46
"85",756,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35984,1,"SU",34302,92663,"SU3430292663","GB106039023400",69,0.8,14.92,1,3.4,37.33,6,14,13,67,262,NA,NA,NA,"1995-01-01","1995-05-26","2013-10-31",13,FALSE,1,8928,"OCK","SU3430292663",364997,1,"",2003-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369897,"2004-01-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,95,4.32,25,110.1,4.4,NA,NA,NA,NA,NA,NA,NA,15,63,4.2,1.63,2,81.5,5.02,10.16,49.41,20,131,6.55,NA,NA,NA,NA,4,0,14,47,29.79,25,114.1,4.56,"No",2003,9,"A9465C07-64DD-435D-9DDF-7DA924526307","TH-POCR0019",0.0635,15.985,80.55,0.237,4.665,0.001715,8.03,7.935,1,0.046,4.71,NA,NA,"A9465C07-64DD-435D-9DDF-7DA924526307",140,7,0,39,1,10,13,0,43,497,28,759,3,14
"86",784,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","LETCOMBE BROOK",36049,1,"SU",40695,91635,"SU4069591635","GB106039023350",68,3.3,9.1,1,3.9,16.67,13,43,31,12,223,NA,NA,NA,"1995-01-01","1989-09-13","2013-10-31",15,FALSE,1,9430,"LETCOMBE BROOK","SU4069591635",364995,1,"",2003-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",367002,"2003-12-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,89,4.68,20,109.7,5.49,NA,NA,NA,NA,NA,NA,NA,10,49,4.9,2.76,2.76,100,9.53,10.28,92.7,18,137,7.61,NA,NA,NA,NA,3,0,29,39,74.36,20,105.2,5.26,"No",2003,9,"7DE7812F-3607-4F65-8A76-E33A1D8969CD","TH-POCR0008",0.0365,18.97,102.9,0.065,5.11,0.00128,8.185,9.525,1.45,0.0275,5.135,NA,NA,"7DE7812F-3607-4F65-8A76-E33A1D8969CD",98,4312,4,1858,29,0,588,0,266,3,21,7158,7,617
"87",792,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","KEY",36066,1,"SU",10746,93378,"SU1074693378","GB106039023650",78,0.5,11.96,1,1.7,33,2,10,17,71,205,NA,NA,NA,"1995-01-01","1990-03-28","2015-09-02",26,FALSE,1,9498,"KEY","SU1074693378",374464,1,"",2003-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368607,"2004-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,111,4.83,24,107.9,4.5,NA,NA,NA,NA,NA,NA,NA,16,66,4.13,1.13,1.13,100,3.26,9.82,33.2,22,138,6.27,NA,NA,NA,NA,3,0,12,42,28.57,24,113.6,4.73,"No",2003,11,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9","TH-PUTR0057",0.301,16.4125,76.55,2.0125,4.0575,0.003175,7.68,7.4725,2.175,0.054325,4.11,NA,NA,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9",77,15,0,28,3,4,6,0,375,427,24,939,5,9
"88",803,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36083,1,"SU",34208,68972,"SU3420868972","GB106039023173",94,0.7,46.37,5,22.3,66.67,2,63,21,13,252,NA,NA,NA,"1995-01-01","1995-10-26","2011-11-17",17,FALSE,1,9706,"KENNET","SU3420868972",364487,1,"",2003-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",388931,"2003-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",33,174,5.27,35,178,5.09,34,43,1.26,3,7,7,8.85,25,118,4.72,15.01,21.47,69.91,9.02,14.92,60.46,31,209,6.74,43,298,6.93,32,84,38.1,26,66,39.39,35,181.1,5.17,"No",2003,9,"344B40B2-CE19-4091-AF2D-2DEFFEDB9319","TH-PKER0045",0.04,18.905,121.2,0.05,5.34,0.00136,8.1,11.2,1.6,0.0312,5.375,4.55,0.0625,"344B40B2-CE19-4091-AF2D-2DEFFEDB9319",982,407,96,80,56,2,257,2,1020,168,53,3095,15,315
"89",813,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","HANWELL BROOK",36104,1,"SP",45446,42420,"SP4544642420","GB106039037340",94,1.7,11.2,1,4.5,55,10,13,45,32,157,NA,NA,NA,"1995-01-01","1990-03-06","2006-11-30",19,FALSE,1,9816,"HANWELL BROOK","SP4544642420",364266,1,"",2003-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370444,"2004-02-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,53,3.79,15,59.6,3.97,NA,NA,NA,NA,NA,NA,NA,10,37,3.7,NA,NA,NA,0.5,3.41,14.66,12,73,6.08,NA,NA,NA,NA,4,0,3,24,12.5,15,62.9,4.19,"No",2003,9,"0FD9B7D3-43C7-4CCB-B2DF-5B616B5438A7","TH-PCHR0051",0.0832,15.516,81.4,0.519,5.588,0.001624,7.878,8.106,1.92,0.04258,5.632,NA,NA,"0FD9B7D3-43C7-4CCB-B2DF-5B616B5438A7",286,2,0,4,7,0,0,0,146,34,17,486,2,7
