"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrogen, Total Oxidised as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"76",950,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SHOVELSTRODE STREAM",42175,2,"TQ",48020,37150,"TQ4802037150","GB106040018080",50,2,9.4,1,2.5,15,22,67,2,10,58.3,NA,NA,NA,"1995-01-01","1989-10-31","2016-10-17",37,FALSE,1,11780,"SHOVELSTRODE STREAM","TQ4802037150",385810,1,"",2004-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",381183,"2004-09-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,108,6,19,125.7,6.62,NA,NA,NA,NA,NA,NA,NA,16,87,5.44,0.63,0.63,100,7.74,8.72,88.76,16,124,7.75,NA,NA,NA,NA,3,0,23,33,69.7,19,127.2,6.69,"No",2004,9,"20F94409-D576-4383-8289-F050AA51293A","SO-E0000986",1.49,1.48,2.8,0.0137,0.00019,83.4,0.024,13.62,8.65,0.032,7.39,NA,NA,"20F94409-D576-4383-8289-F050AA51293A",20,150,0,60,72,0,11,14,14,6,20,348,9,97
"77",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,1,11810,"EDEN (KENT)","TQ5206443767",423593,1,"",2004-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",418944,"2004-09-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,133,5.32,27,138.3,5.12,27,62,2.3,5,5,5,11.48,19,100,5.26,20.01,26.61,75.2,11,15.13,72.7,24,169,7.04,31,228,7.35,37,69,53.62,29,52,55.77,27,140.7,5.21,"No",2004,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",3.055,3.03,1.55,0.02745,0.00031,65.5666666666667,1.18,19.86,5.97333333333333,0.0315,7.37333333333333,7.95,1.46,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",49,17,0,48,725,13,136,0,250,59,55,1327,13,861
"78",974,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","BOUGH BEECH STREAM",42355,2,"TQ",49400,46760,"TQ4940046760","GB106040018160",40,2,5.4,1,1.2,10,20,60,0,20,104.1,NA,NA,NA,"1995-01-01","1990-04-03","2011-09-14",37,FALSE,1,12070,"BOUGH BEECH STREAM","TQ4940046760",386711,1,"",2004-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",382027,"2004-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,97,5.11,22,94.3,4.29,NA,NA,NA,NA,NA,NA,NA,18,86,4.78,NA,0.86,0,1.75,8.06,21.71,18,111,6.17,NA,NA,NA,NA,4,0,7,35,20,22,99.2,4.51,"No",2004,9,"91037788-784E-4222-9E3B-1135A4632F92","SO-E0000827",3.56,3.54,1.9,0.0216,0.00049,79.95,0.079,18.05,7.545,0.03,7.67,NA,NA,"91037788-784E-4222-9E3B-1135A4632F92",134,86,0,15,36,18,4,0,107,261,26,665,5,40
"79",975,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HIGH HALDEN STREAM",42361,2,"TQ",90130,39020,"TQ9013039020","GB106040018280",30,1.5,3.6,1,1.3,31.67,0,7,0,93,154.6,NA,NA,NA,"1995-01-01","1990-03-22","2004-10-07",13,FALSE,1,12086,"HIGH HALDEN STREAM","TQ9013039020",390106,1,"",2004-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",386283,"2005-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,58,3.87,15,52,3.47,NA,NA,NA,NA,NA,NA,NA,8,24,3,NA,NA,NA,2,4.2,47.62,13,83,6.38,NA,NA,NA,NA,4,0,7,27,25.93,15,59.1,3.94,"No",2004,10,"D593EE38-DA89-4E66-B2C1-C21857B1D89E","SO-E0000617",11.72,11.58,3.25,0.13145,0.002135,55.95,0.899,15.985,5.48,0.189,7.585,NA,NA,"D593EE38-DA89-4E66-B2C1-C21857B1D89E",186,102,0,2,1,1,15,0,240,80,17,630,2,16
"80",976,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HIGH HALDEN STREAM",42362,2,"TQ",90280,40150,"TQ9028040150","GB106040018280",25,1.4,4.4,1,1,10,8,55,0,37,176.2,NA,NA,NA,"1995-01-01","1990-03-22","2014-09-05",28,FALSE,1,12090,"HIGH HALDEN STREAM","TQ9028040150",390142,1,"",2004-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",386335,"2005-01-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,89,4.45,22,104.3,4.74,NA,NA,NA,NA,NA,NA,NA,14,50,3.57,1.63,2,81.5,3.76,8.84,42.53,18,111,6.17,NA,NA,NA,NA,3,0,13,42,30.95,22,105.6,4.8,"No",2004,10,"C0971130-7298-4D6C-978C-41D2E9A3DF29","SO-E0000616",5.58333333333333,5.51666666666667,1.66666666666667,0.0670666666666667,0.00119,84.3,0.543333333333333,15.31,8.445,0.0963333333333333,7.67,NA,NA,"C0971130-7298-4D6C-978C-41D2E9A3DF29",58,157,0,60,22,0,3,4,234,1923,29,2482,3,29
"81",979,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HAMMER ST.TRIB.(CLAYBR.ST.)",42370,2,"TQ",83630,40080,"TQ8363040080","GB106040018290",25,2.1,2.6,1,1.8,6,5,45,0,50,131.2,NA,NA,NA,"1995-01-01","1990-03-22","2015-10-07",28,FALSE,1,12127,"HAMMER ST.TRIB.(CLAYBR.ST.)","TQ8363040080",386971,1,"",2004-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",382378,"2004-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,78,4.59,18,81.4,4.52,NA,NA,NA,NA,NA,NA,NA,14,58,4.14,1.13,1.13,100,2.75,5.9,46.61,15,99,6.6,NA,NA,NA,NA,3,0,9,27,33.33,18,83.5,4.64,"No",2004,10,"CD53F6F8-CE6F-43BD-885D-799FAD3DB425","SO-E0000582",23,22.9,2.05,0.1092,0.0011,91.4,0.5875,18,8.635,0.1165,7.505,NA,NA,"CD53F6F8-CE6F-43BD-885D-799FAD3DB425",80,7,0,20,3,4,2,0,67,16,20,201,3,5
"82",980,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HAMMER STREAM",42373,2,"TQ",83540,40400,"TQ8354040400","GB106040018290",25,1.6,11.2,1,5.5,36.67,27,13,0,60,83.3,NA,NA,NA,"1995-01-01","1981-06-22","2015-10-07",25,FALSE,1,12139,"HAMMER STREAM","TQ8354040400",388171,1,"",2004-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",383712,"2004-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,105,5.25,21,104.8,4.99,NA,NA,NA,NA,NA,NA,NA,13,56,4.31,NA,NA,NA,2.5,6.16,40.58,18,122,6.78,NA,NA,NA,NA,3,0,11,37,29.73,21,104.1,4.96,"No",2004,10,"06883784-4CBB-4792-AE0F-D34ABB392B43","SO-E0000579",5.74333333333333,5.70333333333333,1.23333333333333,0.0374333333333333,0.000666666666666667,104.666666666667,0.227,17.6266666666667,9.94666666666667,0.0583333333333333,7.58,7.23333333333333,NA,"06883784-4CBB-4792-AE0F-D34ABB392B43",42,1440,0,87,10,1,63,0,8,17,24,1678,7,73
"83",985,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","CURTISDEN GREEN STR.TRIB.",42389,2,"TQ",73740,39370,"TQ7374039370","GB106040018260",40,25,1.1,1,0.5,6.67,2,77,0,22,27.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",32,FALSE,1,12190,"CURTISDEN GREEN STR.TRIB.","TQ7374039370",392280,1,"",2004-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",389011,"2005-02-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,90,5,20,106.2,5.31,NA,NA,NA,NA,NA,NA,NA,13,61,4.69,1.63,2,81.5,5.26,8.17,64.38,16,111,6.94,NA,NA,NA,NA,3,0,21,38,55.26,20,108.1,5.41,"No",2004,10,"008EF0CE-3E54-4C46-85A8-470E98970DB3","SO-E0000657",13.2333333333333,13.2333333333333,1.06666666666667,0.0145333333333333,0.0000666666666666667,98.7666666666667,0.453666666666667,12.3966666666667,10.55,0.0333333333333333,6.93333333333333,NA,NA,"008EF0CE-3E54-4C46-85A8-470E98970DB3",83,30,60,25,215,0,2,0,155,271,22,842,6,217
"84",988,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BEWL",42398,2,"TQ",68632,34297,"TQ6863234297","GB106040018500",45,3.3,6.5,1,5,18.33,47,43,0,10,52.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-05-12",45,FALSE,1,12226,"BEWL","TQ6863234297",392134,1,"",2004-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",388799,"2005-02-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,91,5.06,22,130.9,5.95,NA,NA,NA,NA,NA,NA,NA,17,77,4.53,1.26,1.26,100,8.24,10.93,75.39,17,123,7.24,NA,NA,NA,NA,4,0,20,41,48.78,22,127.2,5.78,"No",2004,10,"6D9CE5FE-228C-4552-80B0-AB11895C5931","SO-E0000686",2.19,2.17,1.05,0.01925,0.00074,90.65,0.0245,16.58,8.8,0.03,8.02,NA,NA,"6D9CE5FE-228C-4552-80B0-AB11895C5931",123,103,20,72,307,0,30,0,43,11,22,709,7,337
"85",1001,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",42485,2,"TQ",71180,35480,"TQ7118035480","GB106040018510",45,6.2,2.6,1,1.2,10,7,78,0,15,52.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",33,FALSE,1,12299,"TEISE TRIB.(KILNDOWN)","TQ7118035480",392607,1,"",2004-10-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",389369,"2005-03-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,106,5.05,24,123.2,5.13,NA,NA,NA,NA,NA,NA,NA,16,80,5,1,1.37,72.99,9.02,11.92,75.67,19,138,7.26,NA,NA,NA,NA,4,0,24,45,53.33,24,126.7,5.28,"No",2004,10,"1E909265-2827-4CAA-BDA2-BB7852146638","SO-E0000678",3.27666666666667,3.13666666666667,1.93333333333333,0.140966666666667,0.0121633333333333,67.3,0.672666666666667,14.1433333333333,6.97333333333333,0.968,7.50666666666667,NA,NA,"1E909265-2827-4CAA-BDA2-BB7852146638",205,430,0,176,25,0,10,0,112,158,25,1117,7,35
"86",1085,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",43326,2,"TQ",62920,38430,"TQ6292038430","GB106040018250",60,7.2,5.8,1,3.1,15,8,82,0,10,55.7,NA,NA,NA,"1995-01-01","1993-03-26","2013-09-16",26,FALSE,1,13232,"TEISE","TQ6292038430",392313,1,"",2004-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",389053,"2004-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,113,5.38,24,126.3,5.26,NA,NA,NA,NA,NA,NA,NA,18,81,4.5,1.13,1.13,100,6.01,10.63,56.54,19,128,6.74,NA,NA,NA,NA,4,0,16,42,38.1,24,132.5,5.52,"No",2004,10,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A","SO-E0000642",3.05666666666667,3.03333333333333,2.03333333333333,0.0225,0.000743333333333333,80.1,0.051,16.67,7.82666666666667,0.0523333333333333,7.61666666666667,NA,NA,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A",130,145,3,9,40,3,106,0,270,38,25,749,7,146
"87",1119,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43545,2,"TQ",52940,37480,"TQ5294037480","GB106040018400",45,3.8,6.2,1,2.8,11.67,8,73,0,18,48.3,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",58,FALSE,1,13609,"GROM","TQ5294037480",384380,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",379795,"2004-09-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,149,5.96,31,185.9,6,NA,NA,NA,NA,NA,NA,NA,23,120,5.22,2.26,2.63,85.93,11.04,14.68,75.2,24,175,7.29,NA,NA,NA,NA,4,0,30,53,56.6,31,186.5,6.02,"No",2004,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000940",0.945,0.9105,1.45,0.0325,0.000905,82.8,0.091,16.605,8.05,0.107,7.455,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",126,97,0,125,142,4,101,4,126,87,37,820,11,247
"88",1120,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43546,2,"TQ",52550,37480,"TQ5255037480","GB106040018400",40,3.8,6.6,1,3.2,21.67,5,73,5,17,86.4,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",55,FALSE,1,13629,"GROM","TQ5255037480",386255,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381591,"2004-11-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,89,5.56,17,87.8,5.16,NA,NA,NA,NA,NA,NA,NA,11,49,4.45,NA,NA,NA,2.53,6.44,39.29,14,99,7.07,NA,NA,NA,NA,4,0,10,30,33.33,17,88.1,5.18,"No",2004,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",12.35,12.25,1.95,0.06205,0.001015,90.2,3.995,18.19,8.49,0.119,7.37,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",985,0,0,122,36,2,24,0,1207,122,21,2513,4,60
"89",1124,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN VALE STREAM",43553,2,"TQ",38920,40600,"TQ3892040600","GB106040018660",70,5.9,3.4,1,1.8,21.67,42,40,5,13,83.9,NA,NA,NA,"1995-01-01","1994-05-08","2007-09-05",13,FALSE,1,13667,"EDEN VALE STREAM","TQ3892040600",384495,1,"",2004-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",379942,"2004-09-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,61,4.36,14,53.2,3.8,NA,NA,NA,NA,NA,NA,NA,10,42,4.2,NA,NA,NA,1.25,3.68,33.97,12,75,6.25,NA,NA,NA,NA,3,0,4,21,19.05,14,58.1,4.15,"No",2004,9,"E40AC16A-1EE9-4C82-9B07-6D9D2772E93D","SO-E0000874",11.5,11.5,1.33333333333333,0.025,0.000463333333333333,91.6666666666667,4.76,17.33,8.82333333333333,0.06,7.39333333333333,NA,NA,"E40AC16A-1EE9-4C82-9B07-6D9D2772E93D",51,36,0,3,2,2,0,0,125,91,14,310,2,2
"90",1133,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",43594,2,"TQ",54230,34580,"TQ5423034580","GB106040018390",55,4.1,10,2,5.8,20,70,17,7,7,71.5,NA,NA,NA,"1995-01-01","1995-05-11","2006-09-21",13,FALSE,1,13767,"ERIDGE STREAM","TQ5423034580",385762,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",381141,"2004-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,117,6.16,19,115.5,6.08,NA,NA,NA,NA,NA,NA,NA,11,70,6.36,1.76,1.76,100,9.02,9.51,94.85,17,132,7.76,NA,NA,NA,NA,3,0,28,33,84.85,19,114.8,6.04,"No",2004,9,"AFAD4D5E-C864-4B44-9411-E81323E08194","SO-E0000957",4.73,4.68,1.3,0.047,0.000365,98.4,1.805,16.09,9.665,0.043,7.485,7.35,NA,"AFAD4D5E-C864-4B44-9411-E81323E08194",21,15,0,40,111,0,51,2,33,34,24,307,10,164
"91",1135,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",43597,2,"TQ",49730,35700,"TQ4973035700","GB106040018370",45,2.8,8.1,1,4,13.33,33,52,7,8,30.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-09-25",24,FALSE,1,13783,"PIPPINGFORD BROOK TRIB.","TQ4973035700",387937,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",383421,"2004-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,127,6.05,22,145.5,6.61,NA,NA,NA,NA,NA,NA,NA,16,94,5.88,2.26,2.26,100,16.28,19.18,84.88,19,149,7.84,NA,NA,NA,NA,4,0,39,52,75,22,141.3,6.42,"No",2004,9,"C717669A-1CD8-4480-B066-8A1CB7C87A93","SO-E0000976",2.69666666666667,2.68666666666667,1.06666666666667,0.00996666666666667,0.000326666666666667,89.3666666666667,0.263,14.9166666666667,9.01666666666667,0.0326666666666667,7.57333333333333,NA,NA,"C717669A-1CD8-4480-B066-8A1CB7C87A93",155,291,30,195,527,0,82,12,383,444,24,2119,9,621
"92",1146,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43653,2,"TQ",82520,44380,"TQ8252044380","GB106040018270",15,0.4,20.2,3,10.7,73.33,0,23,20,57,124.5,NA,NA,NA,"1995-01-01","1995-11-01","2015-10-07",12,FALSE,1,13877,"BEULT","TQ8252044380",388092,1,"",2004-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",383608,"2004-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,94,4.48,21,78.4,3.73,NA,NA,NA,NA,NA,NA,NA,12,51,4.25,NA,NA,NA,1.5,6.63,22.62,19,110,5.79,NA,NA,NA,NA,3,0,4,38,10.53,21,78.3,3.73,"No",2004,10,"6750F9ED-15DA-4B82-8586-76F3CC3705C8","SO-E0000544",3.25333333333333,3.21333333333333,1.76666666666667,0.0444666666666667,0.000936666666666667,86.95,0.195,19.42,7.825,0.045,7.72666666666667,NA,0.269,"6750F9ED-15DA-4B82-8586-76F3CC3705C8",31,240,12,1,4,12,25,0,50,62,32,439,3,29
"93",1173,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",43793,2,"TQ",40230,47820,"TQ4023047820","GB106040018350",55,3.1,10.5,4,2.7,20,7,63,8,22,148.5,NA,NA,NA,"1995-01-01","1981-06-17","2014-10-07",42,FALSE,1,14148,"EDEN (KENT)","TQ4023047820",383608,1,"",2004-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",378947,"2004-09-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,67,4.47,17,86.5,5.09,NA,NA,NA,NA,NA,NA,NA,11,47,4.27,1.63,1.63,100,9.03,10.72,84.24,13,102,7.85,NA,NA,NA,NA,4,0,22,33,66.67,17,82.7,4.86,"No",2004,9,"B6FAE9C0-F43A-4E0C-8FEF-E8200F90BD00","SO-E0000817",9.835,9.77,2.4,0.0531,0.000385,84.9,2.71,17.215,8.155,0.03,7.595,NA,NA,"B6FAE9C0-F43A-4E0C-8FEF-E8200F90BD00",132,130,0,265,320,0,109,0,95,142,20,1193,4,429
"94",1181,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43809,2,"TQ",86400,52150,"TQ8640052150","GB106040018430",75,8,3.5,1,2.2,14,7,37,42,15,239.6,NA,NA,NA,"1995-01-01","1994-05-09","2021-11-18",27,FALSE,1,14333,"LEN","TQ8640052150",420995,1,"",2004-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",416259,"2005-02-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,105,5.25,24,129.2,5.38,NA,NA,NA,NA,NA,NA,NA,17,84,4.94,1.26,2.12,59.43,8.78,13.15,66.77,19,141,7.42,NA,NA,NA,NA,4,0,26,51,50.98,24,126.9,5.29,"No",2004,9,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F","SO-E0000494",5.43666666666667,5.37,1.73333333333333,0.0654333333333333,0.0027,97.8666666666667,0.43,17.29,9.37,0.0943333333333333,7.93666666666667,NA,NA,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F",216,303,4,201,167,0,46,0,53,306,25,1299,8,213
