"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrate as N_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","Oxygen, Dissolved, % Saturation_%","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","Phosphorus, Total as P_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"70",827,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FOUDRY BROOK",36126,1,"SU",70171,68748,"SU7017168748","GB106039017380",40,0.4,19.77,1,4,21.67,0,72,18,10,145,NA,NA,NA,"1995-01-01","1990-03-06","2014-10-20",29,FALSE,1,9998,"FOUDRY BROOK","SU7017168748",703661,1,"",2014-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698838,"2014-10-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,82,4.56,18,91.6,5.09,19,26,1.37,3,3,3,4.11,14,69,4.93,13.77,19.04,72.32,8.28,11.93,69.4,16,121,7.56,23,171,7.43,27,55,49.09,21,39,53.85,18,87.5,4.86,"No",2014,10,"94505714-4AEC-4842-A1E9-E8C654EABE18","TH-PKER0019",11.7,0.0189,0.00107,8.21,1.69,19.2,0.03,89.1,8.19,11.7,NA,NA,NA,"94505714-4AEC-4842-A1E9-E8C654EABE18",91,50,0,313,243,5,34,0,36,177,29,949,7,277
"71",856,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2023-03-17",118,FALSE,1,10608,"CRANLEIGH WATERS","TQ0568836983",700781,1,"",2014-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",687522,"2014-11-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,99,5.82,19,104.5,5.5,14,23,1.64,5,3,5,8.21,16,75,4.69,7.63,10.82,70.52,5.01,8.18,61.25,16,115,7.19,20,146,7.3,19,38,50,15,30,50,19,107.2,5.64,"No",2014,9,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",1.28,0.0122,0.00025,6.75,0.079,16.2,0.03,68.9,7.45,1.29,NA,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",60,24,0,59,169,1,18,0,158,73,29,563,10,187
"72",867,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36221,1,"SU",7557,96305,"SU0755796305","GB106039029750",83,2,33.06,2,4.3,28.33,2,33,20,45,178,NA,NA,NA,"1995-01-01","1989-10-17","2014-09-16",36,FALSE,1,10809,"CHURN","SU0755796305",700375,1,"",2014-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698843,"2014-09-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,121,5.76,22,133.9,6.09,25,47,1.88,5,5,5,9.4,17,101,5.94,16.01,18.47,86.68,9.75,12.42,78.5,21,155,7.38,31,233,7.52,32,59,54.24,29,42,69.05,22,130.4,5.93,"No",2014,9,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0013",3.88,0.0065,0.00078,8.96,0.02,14.8,0.03,88.7,8.21,3.89,NA,NA,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",15,724,0,141,44,1,16,65,80,30,37,1116,13,125
"73",884,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","CHALGROVE BROOK",36266,1,"SU",59422,98737,"SU5942298737","GB106039023740",51,2.4,13.76,1,2.3,28.67,2,28,57,13,270,NA,NA,NA,"1995-01-01","1990-03-23","2019-05-02",22,FALSE,1,11037,"CHALGROVE BROOK","SU5942298737",699467,1,"",2014-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",697914,"2015-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,79,6.08,13,74.8,5.75,5,6,1.2,1,3,3,3.6,9,39,4.33,2.5,4.95,50.51,1.51,4.19,36.04,11,81,7.36,12,91,7.58,4,17,23.53,7,18,38.89,13,71.5,5.5,"No",2014,9,"5221244A-2305-4E32-A886-09301AFCC56C","TH-PTAR0052",6.78,0.047,0.00069,10.1,0.199,13.1,0.03,96.5,8.18,6.83,NA,NA,NA,"5221244A-2305-4E32-A886-09301AFCC56C",30,34,0,22,7,1,183,0,19,3,18,299,7,190
"74",907,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BARTLEY MILL STREAM",41964,2,"TQ",62980,34680,"TQ6298034680","GB106040018240",65,9.4,3.5,1,3.7,16.67,47,40,0,13,76.3,NA,NA,NA,"1995-01-01","1990-04-05","2021-10-26",32,FALSE,1,11246,"BARTLEY MILL STREAM","TQ6298034680",700303,1,"",2014-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",684927,"2014-10-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,96,6,17,104.7,6.16,11,22,2,5,3,5,10,17,100,5.88,9.88,12.7,77.8,6.48,9.38,69.08,15,116,7.73,16,128,8,18,28,64.29,18,30,60,17,106.8,6.28,"No",2014,9,"3AD8881A-ED94-4664-8C6B-6A56CCB8291C","SO-E0007103",1.14,0.0092,0.00042,9.05,1.76,14.7,0.03,89.4,7.73,1.15,NA,NA,NA,"3AD8881A-ED94-4664-8C6B-6A56CCB8291C",50,30,0,2,4,1,13,21,38,23,25,182,10,38
"75",925,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",42096,2,"TQ",60690,46180,"TQ6069046180","GB106040018410",25,4.4,7.8,1,3.7,46.67,18,57,2,23,90.3,NA,NA,NA,"1995-01-01","1992-10-21","2017-03-30",31,FALSE,1,11471,"SOMERHILL STREAM","TQ6069046180",701576,1,"",2014-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690285,"2014-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,50,4.17,12,46.5,3.88,6,7,1.17,1,1,1,1.17,7,30,4.29,4,5.71,70.05,2,3.73,53.62,10,66,6.6,9,61,6.78,7,22,31.82,7,22,31.82,12,47.9,3.99,"No",2014,9,"8D50C01B-B8F2-4D27-8680-70748D541716","SO-E0000768",18.9,0.0678,0.00154,7.64,0.47,16.7,0.137,78.8,7.57,19,NA,6.62,NA,"8D50C01B-B8F2-4D27-8680-70748D541716",81,180,52,1,1,0,80,0,2,1,12,398,2,81
"76",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,1,11834,"EDEN (KENT)","TQ5206443767",700295,1,"",2014-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",689291,"2014-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,101,5.61,19,101.1,5.32,15,37,2.47,5,5,5,12.33,15,81,5.4,10.5,13.32,78.83,7.48,9.9,75.56,17,125,7.35,20,148,7.4,24,40,60,20,35,57.14,19,100.8,5.31,"No",2014,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",3.45,0.017,0.00071,9.55,0.4085,17.6,0.03,100,8.205,3.47,0.541,NA,4.01,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",20,10,0,3,45,3,82,0,28,18,29,230,10,127
"77",962,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42245,2,"TQ",39860,49700,"TQ3986049700","GB106040018630",70,6.4,7.4,4,4.2,16.67,8,82,0,10,139.9,NA,NA,NA,"1995-01-01","1993-11-23","2014-09-01",23,FALSE,1,11975,"EDEN (KENT)","TQ3986049700",698424,1,"",2014-09-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",683679,"2014-09-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,97,4.85,22,97.2,4.42,20,24,1.2,3,3,3,3.6,19,94,4.95,13.51,19.74,68.44,8.5,14.11,60.24,20,136,6.8,28,205,7.32,30,65,46.15,20,48,41.67,22,102.2,4.65,"No",2014,9,"A547F29F-E3E4-434A-875D-10CC2D83D48B","SO-E0000818",11.8866666666667,0.0544333333333333,0.00194666666666667,8.83666666666667,0.679666666666667,16.0333333333333,0.150333333333333,89.7333333333333,7.61666666666667,11.91,NA,10.1266666666667,NA,"A547F29F-E3E4-434A-875D-10CC2D83D48B",310,240,25,15,153,7,601,0,3195,118,46,4666,7,754
"78",976,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HIGH HALDEN STREAM",42362,2,"TQ",90280,40150,"TQ9028040150","GB106040018280",25,1.4,4.4,1,1,10,8,55,0,37,176.2,NA,NA,NA,"1995-01-01","1990-03-22","2014-09-05",28,FALSE,1,12096,"HIGH HALDEN STREAM","TQ9028040150",699174,1,"",2014-09-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690189,"2014-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,69,4.31,18,86.5,4.81,14,31,2.21,7,3,7,15.5,15,64,4.27,6,10.39,57.75,4.25,8.12,52.34,15,99,6.6,18,122,6.78,9,36,25,12,34,35.29,18,88,4.89,"No",2014,9,"C0971130-7298-4D6C-978C-41D2E9A3DF29","SO-E0000616",0.685,0.005,0.00041,7.03,0.8,11.2,0.03,64.2,7.83,0.69,NA,NA,NA,"C0971130-7298-4D6C-978C-41D2E9A3DF29",102,69,0,19,3,0,2,0,46,40,28,281,3,5
"79",1012,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",42595,2,"TQ",70950,53400,"TQ7095053400","GB106040018440",5,0.2,61.1,7,25.7,166.67,48,13,12,27,106.5,NA,NA,NA,"1995-01-01","1973-01-17","2017-11-08",20,FALSE,1,12416,"MEDWAY","TQ7095053400",698776,1,"",2014-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",685500,"2014-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,98,5.44,19,88,4.63,17,34,2,5,3,5,10,15,75,5,1.5,7.24,20.72,0.5,5.6,8.93,17,107,6.29,22,140,6.36,2,43,4.65,3,28,10.71,19,91.4,4.81,"No",2014,9,"FA83411F-A7B6-4743-9296-DDBF5B5E874D","SO-E0000380",NA,NA,NA,NA,NA,NA,NA,NA,7.885,NA,NA,12.965,2.415,"FA83411F-A7B6-4743-9296-DDBF5B5E874D",121,5,0,6,5,4,6,0,23,270,32,440,5,11
"80",1104,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT TRIB 4",43459,2,"TQ",81480,42160,"TQ8148042160","GB106040018030",2,0.5,7.5,4,4.5,40,0,32,16,52,150,NA,NA,NA,"2010-01-01","1997-06-18","2014-09-12",6,FALSE,1,13446,"BEULT TRIB 4","TQ8148042160",700025,1,"",2014-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",685499,"2014-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",6,23,3.83,6,19.8,3.3,2,2,1,1,1,1,1,4,9,2.25,NA,0.49,0,0.75,1.49,50.34,4,26,6.5,3,18,6,NA,7,0,2,9,22.22,6,22.2,3.7,"No",2014,9,"D57999A5-8E34-46EC-B488-1B4DBBED3205","SO-E0000574",0.838,0.0119,0.00036,8.3,0.232,14.3,0.03,81.3,7.67,0.85,NA,NA,NA,"D57999A5-8E34-46EC-B488-1B4DBBED3205",70,6,0,0,0,0,3,0,3,0,7,93,1,3
"81",1132,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK TRIB",43591,2,"TQ",37751,45571,"TQ3775145571","GB106040018650",50,1.4,5.3,1,1.3,7.33,0,3,0,97,167.2,NA,NA,NA,"1995-01-01","1995-04-13","2014-11-04",12,FALSE,1,13763,"EDEN BROOK TRIB","TQ3775145571",705234,1,"",2014-11-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",686828,"2014-11-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,60,4.29,15,61.7,4.11,13,19,1.46,5,3,5,7.31,12,40,3.33,2.5,6.78,36.87,0.5,2.7,18.52,12,73,6.08,14,87,6.21,4,31,12.9,7,27,25.93,15,60.9,4.06,"No",2014,11,"775F6A90-0FEF-4764-9A47-860300C636A4","SO-E0000854",1.01,0.0391,0.0019,9.14,0.188,12.3,0.088,85.6,8.02,1.05,NA,NA,NA,"775F6A90-0FEF-4764-9A47-860300C636A4",30,35,0,11,82,0,0,0,56,27,29,256,3,82
"82",1142,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",43626,2,"TQ",59239,43026,"TQ5923943026","GB106040018410",45,6.1,3.2,1,3.5,21.67,12,77,3,8,88.5,NA,NA,NA,"1995-01-01","1992-10-23","2019-10-09",33,FALSE,1,13850,"SOMERHILL STREAM","TQ5923943026",701523,1,"",2014-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",685420,"2014-10-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,40,3.64,12,43.3,3.61,7,10,1.43,3,1,3,4.29,9,40,4.44,5.5,8.07,68.15,3.5,5.69,61.51,10,68,6.8,10,71,7.1,10,27,37.04,11,28,39.29,12,47.2,3.93,"No",2014,9,"027B6F16-4594-4D06-B172-3316B9972785","SO-E0000770",20.9,0.0534,0.00071,7.97,0.414,17.6,0.073,83.7,7.48,21,NA,19.7,NA,"027B6F16-4594-4D06-B172-3316B9972785",62,800,23,1,0,0,20,0,212,70,14,1192,1,20
"83",1147,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43655,2,"TQ",88960,41860,"TQ8896041860","GB106040018270",25,1.1,12.7,1,5.7,61.67,0,20,0,80,167.4,NA,NA,NA,"1995-01-01","1997-11-26","2014-11-17",14,FALSE,1,13895,"BEULT","TQ8896041860",705790,1,"",2014-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",689622,"2014-12-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,36,4,10,35.1,3.51,7,9,1.29,3,1,3,3.86,8,25,3.13,1,2.84,35.21,0.75,1.72,43.6,8,51,6.38,8,50,6.25,2,17,11.76,6,17,35.29,10,37.1,3.71,"No",2014,11,"341A7BBC-5595-406F-8A52-3BB37D672CCB","SO-E0000551",NA,NA,NA,NA,NA,NA,NA,NA,7.73,NA,NA,4.70333333333333,NA,"341A7BBC-5595-406F-8A52-3BB37D672CCB",11,40,4,0,22,0,3,0,2,0,12,83,3,25
"84",1161,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",43733,2,"TQ",58500,47360,"TQ5850047360","GB106040018170",25,2.3,8.1,1,2.3,11.67,17,65,13,5,137.8,NA,NA,NA,"1995-01-01","1981-06-18","2014-10-21",34,FALSE,1,14040,"HILDEN BROOK","TQ5850047360",704264,1,"",2014-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690191,"2014-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,89,4.68,22,105.4,4.79,15,26,1.73,5,3,5,8.67,16,66,4.13,5.63,10.53,53.47,3.78,7.67,49.28,17,113,6.65,18,131,7.28,14,42,33.33,16,39,41.03,22,105.1,4.78,"No",2014,10,"D41AF843-DF2B-4B78-BFF5-089E10729447","SO-E0000784",1.465,0.04295,0.00123,6.76,0.2105,16,0.0985,68.4,7.65,1.51,NA,10.915,NA,"D41AF843-DF2B-4B78-BFF5-089E10729447",96,102,0,40,14,0,4,0,20,477,32,753,6,18
"85",1193,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WATERINGBURY STREAM",43886,2,"TQ",69000,53170,"TQ6900053170","GB106040018190",15,14.6,5,1,1.3,13.33,20,60,7,13,264.4,NA,NA,NA,"1995-01-01","1989-11-22","2014-09-04",31,FALSE,1,14487,"WATERINGBURY STREAM","TQ6900053170",698777,1,"",2014-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",685033,"2014-10-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,70,4.38,16,73.3,4.58,10,10,1,1,3,3,3,13,72,5.54,6.76,10.05,67.26,5.51,8.16,67.52,14,102,7.29,16,117,7.31,17,34,50,16,31,51.61,16,76.2,4.76,"No",2014,9,"E3954713-0BBD-4F5D-B830-FCB40157A61C","SO-E0000523",8.18,0.0553,0.0017,7.93,0.032,18.6,0.05,85,8.17,8.24,NA,NA,NA,"E3954713-0BBD-4F5D-B830-FCB40157A61C",48,68,2,53,9,0,1,0,173,80,22,434,5,10
"86",1205,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","SUTTON VALENCE STREAM",43998,2,"TQ",80000,46490,"TQ8000046490","GB106040018040",20,0.8,4.7,1,2.5,36.67,2,23,0,75,218.8,NA,NA,NA,"1995-01-01","1990-03-06","2014-09-10",22,FALSE,1,14575,"SUTTON VALENCE STREAM","TQ8000046490",699626,1,"",2014-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",688692,"2014-11-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,47,3.92,14,56.8,4.06,10,11,1.1,1,1,1,1.1,13,55,4.23,2.13,8.37,25.45,2.5,6.38,39.18,12,73,6.08,15,91,6.07,4,29,13.79,5,24,20.83,14,56.3,4.02,"No",2014,9,"3FC7259D-3B44-44DF-9333-2D0B655F5B79","SO-E0000476",NA,NA,NA,NA,NA,NA,NA,NA,8.06666666666667,NA,NA,18.3066666666667,NA,"3FC7259D-3B44-44DF-9333-2D0B655F5B79",8,1,0,1,4,0,11,0,4,94,17,123,3,15
"87",1206,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","CRAY",44031,2,"TQ",47760,71290,"TQ4776071290","GB106040023990",25,7.7,5.1,1,6.5,30,5,70,8,17,235,NA,NA,NA,"1995-01-01","1985-01-08","2015-10-06",54,FALSE,1,14603,"CRAY","TQ4776071290",699187,1,"",2014-09-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",702095,"2015-02-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,114,5.43,22,119.3,5.42,16,18,1.13,1,5,5,5.63,15,80,5.33,12.76,15.45,82.59,8.54,11.49,74.33,20,149,7.45,19,147,7.74,27,43,62.79,25,42,59.52,22,116.2,5.28,"No",2014,9,"41FADB30-6267-47F4-9695-7DFB73DC32B6","SO-E0000150",5.13,0.0563,0.0018,11,0.036,18.3,0.054,117.5,8.12,5.19,NA,3,NA,"41FADB30-6267-47F4-9695-7DFB73DC32B6",9,910,6,70,40,1,165,0,39,26,29,1266,11,205
"88",1232,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK",44303,2,"TQ",47800,34360,"TQ4780034360","GB106040018360",55,3.7,11.5,1,3,51.67,5,15,20,60,23.6,NA,NA,NA,"1995-01-01","1990-11-02","2014-10-29",24,FALSE,1,14910,"PIPPINGFORD BROOK","TQ4780034360",704697,1,"",2014-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",689543,"2014-12-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,69,6.27,13,75.7,5.82,3,7,2.33,3,3,3,7,7,32,4.57,2.5,3.6,69.44,2,3.95,50.63,10,71,7.1,8,57,7.13,5,16,31.25,8,19,42.11,13,78.3,6.02,"No",2014,10,"F0C493E4-698D-4822-9536-96DFD7F86FCF","SO-E0000970",0.292666666666667,0.004,0.0002,7.50333333333333,0.0556666666666667,15.3,0.0353333333333333,75.1,7.29333333333333,0.296666666666667,NA,NA,NA,"F0C493E4-698D-4822-9536-96DFD7F86FCF",60,31,0,0,6,0,10,5,49,14,16,175,6,21
