"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrate as N_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"69",1001,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",42485,2,"TQ",71180,35480,"TQ7118035480","GB106040018510",45,6.2,2.6,1,1.2,10,7,78,0,15,52.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",33,FALSE,1,12312,"TEISE TRIB.(KILNDOWN)","TQ7118035480",598796,1,"",2009-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593667,"2010-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,149,5.96,29,167.7,5.78,NA,NA,NA,NA,NA,NA,NA,21,98,4.67,1,1.37,72.99,7.5,10.17,73.75,23,164,7.13,NA,NA,NA,NA,3,0,24,44,54.55,29,174,6,"No",2009,9,"1E909265-2827-4CAA-BDA2-BB7852146638","SO-E0000678",0.088,15.33,0.03,7.7,2.36,0.004,0.00041,75.7,2.36,7.56,NA,1,NA,"1E909265-2827-4CAA-BDA2-BB7852146638",23,40,0,62,31,0,11,5,125,83,29,380,11,47
"70",1017,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WEST HOATHLY STREAM",42618,2,"TQ",37620,33710,"TQ3762033710","GB106040018070",80,10.6,1.3,1,1.2,14.17,7,54,0,38,71.2,NA,NA,NA,"1995-01-01","1990-03-29","2013-09-12",27,FALSE,1,12519,"WEST HOATHLY STREAM","TQ3762033710",599301,1,"",2009-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",589993,"2009-11-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,69,4.6,16,71.2,4.45,NA,NA,NA,NA,NA,NA,NA,9,34,3.78,NA,NA,NA,3.52,6.18,56.96,13,91,7,NA,NA,NA,NA,3,0,12,27,44.44,16,73.1,4.57,"No",2009,10,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279","SO-E0001006",4.74,16.87,1.28,6.99,21.5,0.389,0.00387,71.9,21.9,6.95,NA,NA,NA,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279",43,911,0,18,2,0,21,0,104,113,18,1216,4,23
"71",1068,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43073,2,"TQ",82090,38200,"TQ8209038200","GB106040018290",35,2.3,6.9,1,4,16.67,7,68,0,25,78.3,NA,NA,NA,"1995-01-01","1990-03-22","2015-10-07",30,FALSE,1,13027,"CRANE BROOK","TQ8209038200",598697,1,"",2009-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",593885,"2010-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,158,5.85,29,169.5,5.84,NA,NA,NA,NA,NA,NA,NA,21,105,5,0.5,0.5,100,10.29,14.18,72.57,26,183,7.04,NA,NA,NA,NA,4,0,26,50,52,29,168.7,5.82,"No",2009,9,"27774CF2-115B-43B5-8E0E-2368305AA3C9","SO-E0000596",0.428,15.02,0.086,7.72,9.1,0.0559,0.0012,71.8,9.16,7.22,NA,1,NA,"27774CF2-115B-43B5-8E0E-2368305AA3C9",310,60,1,301,113,3,32,3,29,180,32,1041,11,148
"72",1120,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43546,2,"TQ",52550,37480,"TQ5255037480","GB106040018400",40,3.8,6.6,1,3.2,21.67,5,73,5,17,86.4,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",55,FALSE,1,13635,"GROM","TQ5255037480",599262,1,"",2009-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",591643,"2009-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,99,5.21,24,119.7,4.99,NA,NA,NA,NA,NA,NA,NA,16,72,4.5,2.26,2.63,85.93,6.01,10.63,56.54,19,132,6.95,NA,NA,NA,NA,3,0,20,42,47.62,24,121.9,5.08,"No",2009,10,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",3.19,16.255,0.066,7.09,15.4,0.0222,0.00024,121.05,15.4,NA,NA,2.6,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",42,302,1,12,104,5,10,0,132,421,31,1070,6,114
"73",1134,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",43596,2,"TQ",55000,32900,"TQ5500032900","GB106040018390",65,6.2,7.9,2,4.8,15,57,32,5,7,70.2,NA,NA,NA,"1995-01-01","1995-05-11","2019-09-20",16,FALSE,1,13777,"ERIDGE STREAM","TQ5500032900",599745,1,"",2009-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",594967,"2009-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,137,5.71,26,162.8,6.26,NA,NA,NA,NA,NA,NA,NA,21,115,5.48,2.13,2.13,100,15.77,17.96,87.81,24,181,7.54,NA,NA,NA,NA,3,0,36,54,66.67,26,160.4,6.17,"No",2009,10,"6D36C2ED-A866-425F-B575-55322615C3CC","SO-E0000959",NA,NA,NA,7.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6D36C2ED-A866-425F-B575-55322615C3CC",51,300,0,307,687,0,164,2,52,210,33,1775,12,853
"74",1135,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",43597,2,"TQ",49730,35700,"TQ4973035700","GB106040018370",45,2.8,8.1,1,4,13.33,33,52,7,8,30.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-09-25",24,FALSE,1,13793,"PIPPINGFORD BROOK TRIB.","TQ4973035700",599286,1,"",2009-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",590292,"2009-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,165,5.89,30,195.1,6.5,NA,NA,NA,NA,NA,NA,NA,23,120,5.22,2,2,100,15.24,19.11,79.75,26,191,7.35,NA,NA,NA,NA,3,0,35,54,64.81,30,188.1,6.27,"No",2009,10,"C717669A-1CD8-4480-B066-8A1CB7C87A93","SO-E0000976",0.1255,13.995,0.03,7.565,3.055,0.01425,0.00028,100.35,3.07,10.435,NA,1,NA,"C717669A-1CD8-4480-B066-8A1CB7C87A93",33,92,20,292,472,0,117,6,112,954,34,2100,12,595
"75",1139,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",43617,2,"TQ",49537,46230,"TQ4953746230","GB106040018160",35,0.8,26.6,4,7.5,78.33,3,3,0,93,117.4,NA,NA,NA,"1995-01-01","1995-04-07","2017-09-14",17,FALSE,1,13823,"EDEN (KENT)","TQ4953746230",599737,1,"",2009-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",589660,"2009-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,71,5.07,14,65.8,4.7,NA,NA,NA,NA,NA,NA,NA,10,48,4.8,NA,NA,NA,0.5,3.43,14.58,12,75,6.25,NA,NA,NA,NA,3,0,3,22,13.64,14,65.4,4.67,"No",2009,10,"0F5A2DD2-13DB-4251-AC01-8A0121F92EB2","SO-E0000809",1.295,17.875,0.094,8.555,2.59,0.045,0.003025,60.9,2.635,5.755,NA,NA,NA,"0F5A2DD2-13DB-4251-AC01-8A0121F92EB2",51,3,1,3,26,1,60,0,90,8,17,243,4,86
"76",1206,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","CRAY",44031,2,"TQ",47760,71290,"TQ4776071290","GB106040023990",25,7.7,5.1,1,6.5,30,5,70,8,17,235,NA,NA,NA,"1995-01-01","1985-01-08","2015-10-06",54,FALSE,1,14593,"CRAY","TQ4776071290",598946,1,"",2009-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",592031,"2009-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,126,4.85,28,133.3,4.76,NA,NA,NA,NA,NA,NA,NA,19,82,4.32,1,1,100,7.54,12.21,61.75,25,173,6.92,NA,NA,NA,NA,3,0,24,52,46.15,28,135.7,4.85,"No",2009,10,"41FADB30-6267-47F4-9695-7DFB73DC32B6","SO-E0000150",0.048,17.82,0.045,7.965,2.81,0.0631,0.001195,89.35,2.87,8.47,3.95,NA,NA,"41FADB30-6267-47F4-9695-7DFB73DC32B6",131,652,24,30,100,30,40,0,56,153,38,1222,7,140
"77",1227,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",44286,2,"TQ",71233,38453,"TQ7123338453","GB106040018260",30,1.8,24.8,4,5.3,40,43,43,5,8,53.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-10-19",47,FALSE,1,14843,"TEISE","TQ7123338453",598791,1,"",2009-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593235,"2010-01-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,174,6.21,32,209.9,6.56,NA,NA,NA,NA,NA,NA,NA,25,143,5.72,2.5,2.5,100,20.04,24.18,82.88,28,216,7.71,NA,NA,NA,NA,3,0,43,66,65.15,32,207.4,6.48,"No",2009,9,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90","SO-E0000637",0.0355,17.76,0.03,7.84,0.697,0.01795,0.00068,86.4,0.715,8.195,4.85,NA,NA,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90",40,31,3,503,280,3,122,30,261,372,41,1647,14,432
"78",1228,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",44290,2,"TQ",71228,36658,"TQ7122836658","GB106040018510",35,3.8,6.4,1,1.6,16.67,40,48,0,12,60.3,NA,NA,NA,"1995-01-01","1990-03-06","2015-10-08",40,FALSE,1,14867,"TEISE TRIB.(KILNDOWN)","TQ7122836658",598797,1,"",2009-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593361,"2010-01-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,177,5.53,35,190.8,5.45,NA,NA,NA,NA,NA,NA,NA,25,118,4.72,NA,NA,NA,7.28,14.81,49.16,32,213,6.66,NA,NA,NA,NA,2,0,24,61,39.34,35,190.5,5.44,"No",2009,9,"CFDD6E26-17AB-48B5-9573-8C68A34795E1","SO-E0000677",0.449333333333333,13.5533333333333,0.071,7.69,2.87333333333333,0.0162,0.000816666666666667,80.3,2.88666666666667,8.35333333333333,NA,NA,NA,"CFDD6E26-17AB-48B5-9573-8C68A34795E1",17,38,0,221,38,20,13,6,301,440,42,1127,13,57
"79",1236,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","BARDEN MILL STREAM",44307,2,"TQ",53900,42180,"TQ5390042180","GB106040018100",25,3.6,6,1,2.2,26.67,12,73,0,15,89,NA,NA,NA,"1995-01-01","1989-10-31","2015-10-06",30,FALSE,1,14941,"BARDEN MILL STREAM","TQ5390042180",599764,1,"",2009-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",589788,"2009-10-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,129,5.38,26,145.1,5.58,NA,NA,NA,NA,NA,NA,NA,19,96,5.05,2.63,2.63,100,13.51,17.15,78.78,24,179,7.46,NA,NA,NA,NA,4,0,34,55,61.82,26,142.3,5.47,"No",2009,10,"4C4DB0F1-3EA0-4739-A43C-3D3E64C2E5F6","SO-E0000906",1.55,15.64,0.03,7.83,8.18,0.0123,0.00056,95.4,8.19,9.46,NA,NA,NA,"4C4DB0F1-3EA0-4739-A43C-3D3E64C2E5F6",106,202,12,300,244,0,206,0,224,296,30,1593,10,450
"80",1237,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",44308,2,"TQ",46024,45955,"TQ4602445955","GB106040018160",35,0.8,21.2,4,5.3,48.33,3,30,20,47,114.8,NA,NA,NA,"1995-01-01","1981-06-17","2017-09-14",36,FALSE,1,14955,"EDEN (KENT)","TQ4602445955",599733,1,"",2009-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",590634,"2009-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,116,5.52,22,111.6,5.07,NA,NA,NA,NA,NA,NA,NA,18,100,5.56,1,1.49,67.11,4.01,8.63,46.47,19,130,6.84,NA,NA,NA,NA,3,0,13,35,37.14,22,116,5.27,"No",2009,10,"2A0DD66C-0898-4718-8CA5-935571AF1C87","SO-E0000811",2.05333333333333,16.1733333333333,0.038,7.83666666666667,8.12666666666667,0.0288666666666667,0.000733333333333333,79.4,8.15666666666667,7.79,NA,NA,NA,"2A0DD66C-0898-4718-8CA5-935571AF1C87",75,16,0,2,26,9,3,0,202,55,29,392,8,29
"81",1893,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023231",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2022-10-17",38,FALSE,1,20365,"ODNEY WEIR STREAM","SU9015085330",599888,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",592761,"2009-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",33,178,5.39,39,216.8,5.56,33,62,1.88,5,7,7,13.15,29,152,5.24,17.65,27.44,64.32,11.25,19.53,57.6,34,230,6.76,42,291,6.93,32,88,36.36,28,69,40.58,39,216.6,5.55,"No",2009,10,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",0.165333333333333,19.58,0.0366666666666667,8.17333333333333,5.18666666666667,0.0346333333333333,0.00135,101.766666666667,5.22333333333333,9.33666666666667,10.0666666666667,2.8,NA,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",68,95,1,56,96,1,123,0,40,431,55,982,16,219
"82",2063,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",89727,1,"SO",99166,13287,"SO9916613287","GB106039029810",155,2.5,5.61,2,6,52.3,20,31,6,43,180,NA,NA,NA,"2012-10-04","2002-11-29","2012-09-28",19,FALSE,1,20888,"CHURN","SO9916613287",601942,1,"",2009-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",597262,"2010-02-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,120,5.45,22,123.1,5.6,21,36,1.71,5,5,5,8.57,16,81,5.06,8.87,14.01,63.31,5.26,10.13,51.92,20,141,7.05,23,170,7.39,17,40,42.5,19,41,46.34,22,120.9,5.5,"No",2009,11,"7132C816-A8E1-46E2-A49B-B38EFB15C491","TH-PUTR0213",0.0275,15.43,0.03,7.845,6.74,0.0232,0.000575,76.6,6.765,7.595,11.6,NA,NA,"7132C816-A8E1-46E2-A49B-B38EFB15C491",58,42,0,22,71,0,119,0,63,90,34,496,11,190
"83",2086,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",91481,1,"SU",6732,96807,"SU0673296807","GB106039029750",89,0.9,32.75,2,5,37,10,62,22,6,180,NA,NA,NA,"2012-10-04","2003-05-06","2019-04-04",31,FALSE,1,20994,"CHURN","SU0673296807",601095,1,"",2009-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",590444,"2009-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,67,5.58,13,81.9,6.3,8,17,2.13,5,3,5,10.63,10,65,6.5,8,8.37,95.58,5.77,6.5,88.77,12,93,7.75,15,121,8.07,22,30,73.33,18,23,78.26,13,79.8,6.14,"No",2009,10,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0017",0.02075,14.835,0.04825,8.1225,4.68,0.013475,0.00132,94,4.695,9.5725,NA,NA,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",2,780,0,221,5,0,59,0,9,6,20,1082,7,64
"84",2137,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",96881,1,"SU",7837,95983,"SU0783795983","GB106039029750",89,2,32,2,4.3,49.1,2,38,34,26,180,NA,NA,NA,"2012-10-04","2003-05-06","2014-09-17",22,FALSE,1,21159,"CHURN","SU0783795983",601757,1,"",2009-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",597169,"2010-02-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,163,5.82,32,177.2,5.54,20,41,2.05,5,7,7,14.35,25,132,5.28,8.87,14.63,60.63,5.53,11.61,47.63,28,197,7.04,31,230,7.42,23,63,36.51,25,55,45.45,32,181.9,5.68,"No",2009,10,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0013",0.02,15.33,0.0436666666666667,8.20333333333333,4.37333333333333,0.0172333333333333,0.00130666666666667,96.2666666666667,4.39,9.73,14.8,NA,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",103,206,0,162,69,21,14,1,152,139,56,881,19,84
"85",2139,"THAMES - WEST","THAMES","AMPNEY BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","AMPNEY BROOK",96883,1,"SP",7324,1662,"SP0732401662","GB106039030300",94,2,1.5,2,6.4,42.8,2,49,26,23,202,NA,NA,NA,"2011-01-01","2003-05-06","2022-09-21",36,FALSE,1,21200,"AMPNEY BROOK","SP0732401662",601090,1,"",2009-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",590441,"2009-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,158,5.64,31,169.9,5.48,27,48,1.78,5,7,7,12.44,21,113,5.38,13.38,21.71,61.63,7.54,12.65,59.6,27,191,7.07,33,242,7.33,38,72,52.78,31,60,51.67,31,168.7,5.44,"No",2009,10,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A","TH-PUTR0175",0.02,12.0133333333333,0.0486666666666667,7.62666666666667,6.83666666666667,0.0215666666666667,0.000453333333333333,92.1333333333333,6.85666666666667,10.0133333333333,4.23333333333333,NA,NA,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A",162,903,0,169,303,0,78,0,594,185,48,2425,18,381
"86",2381,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",142632,1,"SU",40836,67963,"SU4083667963","GB106039023174",90,1.1,54.69,5,19,22.5,5,83,8,4,200,NA,NA,NA,"2013-10-01","2007-06-06","2011-10-19",8,FALSE,1,21889,"KENNET","SU4083667963",619618,1,"",2009-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",610344,"2009-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,149,5.96,28,165.2,5.9,21,45,2.14,5,5,5,10.71,20,115,5.75,20.14,24.05,83.74,11.57,14.73,78.55,26,204,7.85,30,243,8.1,44,68,64.71,36,56,64.29,28,164.7,5.88,"No",2009,10,"2C2CEF69-8A80-4E1A-990D-A471A07958F9","TH-PKER0319",0.027,NA,0.0305,NA,NA,NA,NA,NA,5.005,NA,7.8,1.7,NA,"2C2CEF69-8A80-4E1A-990D-A471A07958F9",104,2031,14,61,181,0,86,0,56,75,44,2608,22,267
