"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrite as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"71",901,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36014,1,"TQ",27120,42230,"TQ2712042230","GB106039017510",55,1.3,14.27,2,4.5,26.67,0,28,16,55,86.3,NA,NA,NA,"1995-01-01","1990-03-26","2014-11-13",31,FALSE,1,9979,"MOLE (THAMES)","TQ2712042230",548431,1,"",2006-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543608,"2007-01-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,94,4.95,20,92.4,4.62,13,25,1.92,5,3,5,9.62,14,65,4.64,3.5,7.42,47.17,2.76,6.16,44.81,18,119,6.61,18,121,6.72,9,34,26.47,12,34,35.29,20,92.9,4.65,"No",2006,10,"DD19564D-0DF3-4C84-A284-2C11DAEE8262","TH-PMLR0034",0.00135666666666667,7.04333333333333,0.291666666666667,17.89,0.06,7.77333333333333,1.30333333333333,74.1,0.024,1.28133333333333,1.56666666666667,NA,NA,NA,"DD19564D-0DF3-4C84-A284-2C11DAEE8262",51,22,0,11,5,10,26,0,21,30,23,177,5,31
"72",905,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LYDE",36025,1,"SU",69563,54251,"SU6956354251","GB106039017100",63,3.3,5.231,1,5.7,37.67,12,47,28,13,250,NA,NA,NA,"1995-01-01","1989-10-04","2019-11-13",44,FALSE,1,10053,"LYDE","SU6956354251",547377,1,"",2006-11-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542362,"2006-12-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,118,5.9,22,122.1,5.55,NA,NA,NA,NA,NA,NA,NA,11,58,5.27,0.5,0.5,100,6.27,9.65,64.97,19,144,7.58,NA,NA,NA,NA,3,0,24,39,61.54,22,124.9,5.68,"No",2006,11,"761E63F0-AC65-406C-BF23-F99C3A50994B","TH-PLDR0039",0.00196,10.35,0.027,15.475,0.079,7.96,5.535,104,0.04455,5.49,1,3.4,NA,NA,"761E63F0-AC65-406C-BF23-F99C3A50994B",25,3004,0,32,37,0,13,0,6,101,22,3218,9,50
"73",909,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2020-10-14",60,FALSE,1,10127,"LODDON","SU6868155289",548312,1,"",2006-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543462,"2007-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,123,5.35,25,123.6,4.94,19,29,1.53,5,5,5,7.63,18,88,4.89,12,18.62,64.45,7.02,13.33,52.66,21,147,7,23,169,7.35,23,59,38.98,21,49,42.86,25,122.5,4.9,"No",2006,11,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",0.00138,10.065,0.2305,17.81,0.043,7.99,12.5,105.9,0.0151,12.5,1,NA,NA,1.75,"07509599-DF51-4438-923C-ECD5C5BB82C9",351,3704,12,902,36,43,106,0,117,1132,34,6404,11,142
"74",914,"THAMES - WEST","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","LETCOMBE BROOK",36049,1,"SU",40695,91635,"SU4069591635","GB106039023350",68,3.3,9.1,1,3.9,16.67,13,43,31,12,223,NA,NA,NA,"1995-01-01","1989-09-13","2013-10-31",15,FALSE,1,10240,"LETCOMBE BROOK","SU4069591635",546252,1,"",2006-11-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541179,"2006-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,99,4.95,22,117.7,5.35,1,1,1,1,3,3,3,17,80,4.71,3.5,3.99,87.72,8.28,10.71,77.31,19,140,7.37,5,39,7.8,7,13,53.85,26,44,59.09,22,113.8,5.17,"No",2006,11,"7DE7812F-3607-4F65-8A76-E33A1D8969CD","TH-POCR0008",0.0009875,9.72666666666667,0.04575,17.1025,0.03175,8.2825,4.005,101.766666666667,0.018275,3.985,1.075,NA,NA,NA,"7DE7812F-3607-4F65-8A76-E33A1D8969CD",34,864,2,896,304,0,108,0,47,105,26,2361,7,412
"75",915,"THAMES - WEST","LEACH","RIVER: Natural/semi-natural flowing fresh watercourse","LEACH",36055,1,"SU",22550,99080,"SU2255099080","GB106039030040",72,1.9,30.34,2,4.8,11.67,10,67,17,6,219,NA,NA,NA,"1995-01-01","1990-03-28","2014-09-19",24,FALSE,1,10247,"LEACH","SU2255099080",546073,1,"",2006-11-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541555,"2006-12-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,146,5.62,29,158.7,5.47,6,10,1.67,5,5,5,8.33,20,101,5.05,3.63,6.69,54.26,6.28,9.45,66.46,26,183,7.04,9,66,7.33,6,19,31.58,25,48,52.08,29,156.2,5.39,"No",2006,11,"54F42CF1-F4EA-406E-96A0-F0471FAD840A","TH-PUTR0061",0.00118,9.2,0.184,16.64,0.04,8.09,9.24,94.7,0.0583,9.18,1.5,4.2,0.194,NA,"54F42CF1-F4EA-406E-96A0-F0471FAD840A",14,315,1,59,53,0,18,0,31,77,31,569,12,71
"76",921,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36065,1,"SU",73055,73833,"SU7305573833","GB106039023140",38,0.2,98.72,7,18,150,2,4,51,42,212,NA,NA,NA,"1995-01-01","1990-05-16","2013-05-28",24,FALSE,1,10301,"KENNET","SU7305573833",548313,1,"",2006-11-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",543463,"2007-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,100,5.26,22,104.9,4.77,22,43,1.95,5,3,5,9.77,14,63,4.5,2,8.7,22.99,1.01,6.11,16.53,19,119,6.26,26,166,6.38,5,52,9.62,5,36,13.89,22,105.8,4.81,"No",2006,11,"9F7289B7-EADB-45F0-BA2D-0BCB74D2313B","TH-PKER0025",0.0018,8.70333333333333,0.099,20.0666666666667,0.051,7.93333333333333,4.58666666666667,95.5,0.0242,4.56333333333333,1.4,8.93333333333333,0.124,8.5,"9F7289B7-EADB-45F0-BA2D-0BCB74D2313B",22,20,1,0,8,3,37,0,79,85,33,255,6,45
"77",922,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","KEY",36066,1,"SU",10746,93378,"SU1074693378","GB106039023650",78,0.5,11.96,1,1.7,33,2,10,17,71,205,NA,NA,NA,"1995-01-01","1990-03-28","2015-09-02",26,FALSE,1,10308,"KEY","SU1074693378",548400,1,"",2006-10-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543582,"2007-01-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,86,4.78,20,90.7,4.54,6,13,2.17,5,3,5,10.83,12,47,3.92,0.5,1.6,31.25,2.26,6.4,35.31,17,104,6.12,9,56,6.22,2,19,10.53,8,36,22.22,20,92.2,4.61,"No",2006,10,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9","TH-PUTR0057",0.000813333333333333,7.27666666666667,1.08,16.2833333333333,0.0473333333333333,7.76666666666667,4.16666666666667,73.8,0.0391,4.12666666666667,1.2,NA,NA,NA,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9",50,43,0,33,10,0,6,0,72,297,24,517,6,16
"78",925,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","KINGSEY CUTTLE BROOK",36070,1,"SP",73566,6443,"SP7356606443","GB106039030200",68,1,7.92,2,3,38.33,3,42,33,22,255,NA,NA,NA,"1995-01-01","1989-08-31","2015-10-22",24,FALSE,1,10336,"KINGSEY CUTTLE BROOK","SP7356606443",545809,1,"",2006-10-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540789,"2006-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,61,5.08,12,59.5,4.96,1,1,1,1,3,3,3,10,50,5,1,2.11,47.39,2.25,5.39,41.74,10,70,7,2,15,7.5,1,8,12.5,7,20,35,12,59.2,4.93,"No",2006,10,"4B32ADA4-7A64-4A73-B24E-5C4F2640CBD6","TH-PTAR0017",0.002525,9.16,0.4905,15.385,0.103,7.965,8.845,91.45,0.10335,8.72,1.95,NA,NA,NA,"4B32ADA4-7A64-4A73-B24E-5C4F2640CBD6",103,7,0,15,2,2,7,0,14,117,13,267,3,9
"79",927,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",36073,1,"SU",38922,74703,"SU3892274703","GB106039023220",100,2.7,9.8,1,10,46,10,68,15,7,213,NA,NA,NA,"1995-01-01","1993-08-02","2017-10-06",38,FALSE,1,10409,"LAMBOURN","SU3892274703",544109,1,"",2006-09-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",540603,"2006-11-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,127,5.08,28,142.8,5.1,27,48,1.78,5,5,5,8.89,19,93,4.89,12.5,16.78,74.49,8.03,11,73,24,171,7.13,30,217,7.23,28,54,51.85,28,52,53.85,28,146.5,5.23,"No",2006,9,"24B91D64-40B1-453A-BD70-E63E056E6648","TH-PKER0063",0.000285,10.4,0.027,14.2,0.03,7.575,6.575,101.85,0.01235,6.565,1,3,NA,NA,"24B91D64-40B1-453A-BD70-E63E056E6648",21,1226,7,21,134,0,72,2,140,26,40,1690,12,208
"80",932,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36082,1,"SU",49096,67252,"SU4909667252","GB106039017420",72,2,60.9,5,12,52.33,10,70,15,5,242,NA,NA,NA,"1995-01-01","1990-05-17","2013-09-13",34,FALSE,1,10498,"KENNET","SU4909667252",544107,1,"",2006-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",546318,"2007-03-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,135,5.87,28,174.1,6.22,28,68,2.43,7,5,7,17,20,121,6.05,23.63,27.8,85,13.26,17.34,76.47,23,183,7.96,34,279,8.21,53,73,72.6,38,53,71.7,28,169,6.04,"No",2006,10,"4F541E5D-0999-4336-90AB-3F3EF53D71E4","TH-PKER0043",0.001025,9.715,0.0415,16.7,0.034,8.1,4.845,99.9,0.01925,4.825,1.45,10.9,0.067,NA,"4F541E5D-0999-4336-90AB-3F3EF53D71E4",20,300,4,160,455,0,39,0,79,504,47,1597,19,494
"81",942,"THAMES - SOUTH EAST","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","HALEBOURNE",36103,1,"SU",95350,61950,"SU9535061950","GB106039017930",35,3.2,8.415,1,3.5,30,9,32,32,28,90,NA,NA,NA,"1995-01-01","1989-08-29","2013-09-11",28,FALSE,1,10612,"HALEBOURNE","SU9535061950",545438,1,"",2006-11-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540408,"2006-11-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,110,5,23,111.3,4.84,NA,NA,NA,NA,NA,NA,NA,15,67,4.47,1,1.37,72.99,7.52,12.37,60.79,20,137,6.85,NA,NA,NA,NA,4,0,21,48,43.75,23,112.7,4.9,"No",2006,11,"D88DDB61-5E23-4C77-9A7F-63C6A03F7A3B","TH-PBNR0006",0.00095,8.37,1.385,19.205,0.051,7.715,7.965,90.6,0.03555,7.93,1.45,NA,NA,NA,"D88DDB61-5E23-4C77-9A7F-63C6A03F7A3B",406,170,3,321,346,2,2,0,81,407,24,1743,6,348
"82",951,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","GATWICK STREAM",36115,1,"TQ",29150,39800,"TQ2915039800","GB106039017500",61,2.5,11.775,2,2.8,16.67,4,81,8,7,53.8,NA,NA,NA,"1995-01-01","1990-03-26","2010-09-07",38,FALSE,1,10731,"GATWICK STREAM","TQ2915039800",552896,1,"",2006-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",548613,"2007-04-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,38,3.45,11,35.8,3.25,8,8,1,1,1,1,1,6,23,3.83,1.5,4.92,30.49,0.51,2.69,18.96,9,58,6.44,11,72,6.55,4,22,18.18,4,19,21.05,11,36.4,3.31,"No",2006,10,"CD986750-39B5-4BED-8746-639B04A1BF59","TH-PMLR0013",0.00103,7.84666666666667,0.056,15.76,0.0626666666666667,7.76666666666667,1.24666666666667,78.7333333333333,0.0230666666666667,1.22533333333333,1.13333333333333,6.53333333333333,NA,1.6,"CD986750-39B5-4BED-8746-639B04A1BF59",25,20,3,0,0,0,0,0,153,25,13,226,0,0
"83",957,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FOUDRY BROOK",36126,1,"SU",70171,68748,"SU7017168748","GB106039017380",40,0.4,19.77,1,4,21.67,0,72,18,10,145,NA,NA,NA,"1995-01-01","1990-03-06","2014-10-20",29,FALSE,1,10794,"FOUDRY BROOK","SU7017168748",543304,1,"",2006-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",539447,"2006-10-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,71,5.92,12,64.5,5.38,3,8,2.67,5,3,5,13.33,9,47,5.22,1,3.09,32.36,2.26,6.37,35.48,11,72,6.55,4,25,6.25,2,11,18.18,6,21,28.57,12,65,5.42,"No",2006,9,"94505714-4AEC-4842-A1E9-E8C654EABE18","TH-PKER0019",0.001145,8.975,1.58,16.735,0.038,8.035,12.6,92.6,0.0512,12.55,1.25,NA,NA,NA,"94505714-4AEC-4842-A1E9-E8C654EABE18",8,11,0,86,70,7,38,0,148,140,14,514,4,108
"84",966,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ENBORNE",36147,1,"SU",52055,63875,"SU5205563875","GB106039017260",70,1.5,17,2,8.2,19.33,2,50,40,8,131,NA,NA,NA,"1995-01-01","1995-03-27","2015-09-24",15,FALSE,1,10903,"ENBORNE","SU5205563875",548035,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543135,"2007-01-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,134,5.83,25,136.9,5.48,1,1,1,1,5,5,5,17,80,4.71,1.5,2.61,57.47,8.27,13.85,59.71,22,156,7.09,3,22,7.33,2,11,18.18,23,48,47.92,25,138.5,5.54,"No",2006,10,"A2F975B2-660C-486C-9E66-4C3F4D79199C","TH-PKER0017",0.00119,6.75,0.178,15.3366666666667,0.044,7.89333333333333,3.83,72.2,0.0211,3.81,1,NA,0.2635,NA,"A2F975B2-660C-486C-9E66-4C3F4D79199C",403,24,0,102,57,1,324,20,310,387,25,1628,9,401
"85",970,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",36156,1,"SP",17366,27494,"SP1736627494","GB106039037470",155,3.9,0.83,2,6.1,48,8,39,48,5,188,NA,NA,NA,"1995-01-01","1990-12-06","2012-11-30",30,FALSE,1,10953,"DIKLER","SP1736627494",548046,1,"",2006-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543156,"2007-01-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,146,5.21,34,180.3,5.3,2,2,1,1,5,5,5,26,123,4.73,4.63,5.49,84.34,10.55,14.47,72.91,28,200,7.14,2,19,9.5,6,9,66.67,37,68,54.41,34,179.7,5.29,"No",2006,10,"CE4DB28E-FE08-4646-8B9C-1610D2498736","TH-PWRR0004",0.00044,10.4533333333333,0.02,12.7766666666667,0.0483333333333333,7.64666666666667,8.45,98.8666666666667,0.0267666666666667,8.42,2.4,NA,NA,NA,"CE4DB28E-FE08-4646-8B9C-1610D2498736",46,500,10,105,348,0,181,0,897,41,37,2137,12,529
"86",982,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36178,1,"TQ",6951,36595,"TQ0695136595","GB106039017810",55,2.9,8.096,1,2.2,38.33,7,15,8,70,74.6,NA,NA,NA,"1995-01-01","1990-05-09","2021-03-30",130,FALSE,3,11220,"CRANLEIGH WATERS","TQ0695136595",543088,1,"",2006-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",538313,"2006-09-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,68,4.53,15,53.1,3.54,NA,NA,NA,NA,NA,NA,NA,10,33,3.3,NA,NA,NA,0.75,3.9,19.23,13,81,6.23,NA,NA,NA,NA,3,0,5,27,18.52,15,59.4,3.96,"No",2006,9,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F","TH-PWER0044",0.000635,8.895,0.052,16.58,0.0615,7.59,0.9,91.7,NA,NA,1.95,11.85,NA,NA,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F",21,21,0,2,13,6,1,0,160,20,16,252,3,14
"87",982,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36178,1,"TQ",6951,36595,"TQ0695136595","GB106039017810",55,2.9,8.096,1,2.2,38.33,7,15,8,70,74.6,NA,NA,NA,"1995-01-01","1990-05-09","2021-03-30",130,FALSE,3,11221,"CRANLEIGH WATERS","TQ0695136595",544419,1,"",2006-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",539394,"2006-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,71,4.44,17,65.7,3.86,NA,NA,NA,NA,NA,NA,NA,10,38,3.8,NA,NA,NA,0.75,4.4,17.05,15,93,6.2,NA,NA,NA,NA,3,0,8,31,25.81,17,68.9,4.05,"No",2006,10,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F","TH-PWER0044",0.000635,8.895,0.052,16.58,0.0615,7.59,0.9,91.7,NA,NA,1.95,11.85,NA,NA,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F",54,43,0,9,26,9,2,0,80,160,18,385,3,28
"88",982,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36178,1,"TQ",6951,36595,"TQ0695136595","GB106039017810",55,2.9,8.096,1,2.2,38.33,7,15,8,70,74.6,NA,NA,NA,"1995-01-01","1990-05-09","2021-03-30",130,FALSE,3,11222,"CRANLEIGH WATERS","TQ0695136595",546467,1,"",2006-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",541377,"2006-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,60,4,16,58.9,3.68,NA,NA,NA,NA,NA,NA,NA,9,24,2.67,NA,NA,NA,0.75,4.9,15.31,13,75,5.77,NA,NA,NA,NA,3,0,4,30,13.33,16,62.7,3.92,"No",2006,11,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F","TH-PWER0044",0.000635,8.895,0.052,16.58,0.0615,7.59,0.9,91.7,NA,NA,1.95,11.85,NA,NA,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F",25,41,4,4,17,1,4,0,151,366,18,618,2,21
"89",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,3,11356,"CRANLEIGH WATERS","TQ0568836983",543096,1,"",2006-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",538321,"2006-09-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,110,5.5,21,106.7,5.08,NA,NA,NA,NA,NA,NA,NA,16,61,3.81,0.63,0.63,100,3.51,7.42,47.3,18,121,6.72,1,8,8,2,5,40,10,32,31.25,21,105.3,5.01,"No",2006,9,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.00103,8.055,0.095,16.475,0.079,7.64,1.075,81.7,0.0205,1.056,1.15,11.55,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",40,29,0,56,44,8,10,0,69,4,22,265,6,54
"90",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,3,11357,"CRANLEIGH WATERS","TQ0568836983",544424,1,"",2006-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",539398,"2006-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,100,5,24,124.1,5.17,NA,NA,NA,NA,NA,NA,NA,17,61,3.59,1.63,2.37,68.78,4.28,9.16,46.72,20,136,6.8,1,8,8,2,5,40,15,43,34.88,24,119.9,5,"No",2006,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.00103,8.055,0.095,16.475,0.079,7.64,1.075,81.7,0.0205,1.056,1.15,11.55,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",72,82,0,61,41,0,32,0,94,149,26,532,5,73
