"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","pH_phunits","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","BOD : 5 Day ATU_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"70",1244,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BEWL",42398,2,"TQ",68653,34658,"TQ6865334658","GB106040018500",45,3.3,6.5,1,5,18.33,47,43,0,10,52.5,NA,NA,NA,"1995-01-01","1981-06-18","2020-10-15",44,FALSE,1,14232,"BEWL","TQ6865334658",508711,1,"",2005-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504271,"2005-11-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,121,5.26,25,148.1,5.92,NA,NA,NA,NA,NA,NA,NA,19,89,4.68,1.76,1.76,100,10.52,13.71,76.73,21,150,7.14,NA,NA,NA,NA,3,0,26,48,54.17,25,143.1,5.72,"No",2005,11,"6D9CE5FE-228C-4552-80B0-AB11895C5931","SO-E0000686",8.295,0.001045,0.05965,8.775,1.0165,18.905,0.03,1.075,0.02,1.04,94.65,NA,NA,NA,"6D9CE5FE-228C-4552-80B0-AB11895C5931",50,52,30,90,215,0,70,0,61,17,25,585,8,285
"71",1245,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","GIBBS BROOK",42400,2,"TQ",36570,50500,"TQ3657050500","GB106040018640",80,6,4.5,1,2.3,13.33,2,75,10,13,178.3,NA,NA,NA,"1995-01-01","1990-03-29","2012-10-10",38,FALSE,1,14254,"GIBBS BROOK","TQ3657050500",508531,1,"",2005-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504085,"2005-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,93,4.89,24,121.7,5.07,NA,NA,NA,NA,NA,NA,NA,17,75,4.41,1.26,1.63,77.3,9.03,11.94,75.63,19,134,7.05,NA,NA,NA,NA,4,0,24,49,48.98,24,118,4.92,"No",2005,11,"D63829AB-5B9A-467F-BD32-648A1E5C4E76","SO-E0000902",7.405,0.000745,0.04445,8.435,10.325,16.975,0.076,10.395,2.72,2.115,87.35,NA,NA,NA,"D63829AB-5B9A-467F-BD32-648A1E5C4E76",226,751,160,577,283,0,220,0,60,83,26,2362,7,503
"72",1270,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",42485,2,"TQ",71180,35480,"TQ7118035480","GB106040018510",45,6.2,2.6,1,1.2,10,7,78,0,15,52.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",33,FALSE,1,14394,"TEISE TRIB.(KILNDOWN)","TQ7118035480",508665,1,"",2005-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504215,"2005-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,53,4.08,16,70,4.38,NA,NA,NA,NA,NA,NA,NA,9,33,3.67,NA,0.74,0,3.52,5.46,64.47,11,74,6.73,NA,NA,NA,NA,3,0,12,30,40,16,73.4,4.59,"No",2005,11,"1E909265-2827-4CAA-BDA2-BB7852146638","SO-E0000678",7.37666666666667,0.00119666666666667,0.0931666666666667,7.19,3.24666666666667,13.19,0.308333333333333,3.34,0.822666666666667,2.23666666666667,68.6,NA,NA,NA,"1E909265-2827-4CAA-BDA2-BB7852146638",120,90,0,50,4,0,30,0,82,85,17,462,3,34
"73",1275,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",42511,2,"TQ",69090,48820,"TQ6909048820","GB106040018130",10,1.1,39.5,4,5.2,56.67,10,28,2,60,63.8,NA,NA,NA,"1995-01-01","1989-11-13","2015-10-14",30,FALSE,1,14461,"TEISE","TQ6909048820",507989,1,"",2005-10-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",503571,"2005-10-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,123,4.92,28,142,5.07,NA,NA,NA,NA,NA,NA,NA,20,88,4.4,1.63,1.63,100,6.52,10.16,64.17,23,152,6.61,NA,NA,NA,NA,3,0,20,49,40.82,28,143.8,5.14,"No",2005,10,"29417539-6FBD-42CC-B412-8FCE820A3E1F","SO-E0000629",7.59,0.000443333333333333,0.0190333333333333,9.90666666666667,1.89666666666667,16.94,0.0376666666666667,1.91666666666667,0.328,1.42333333333333,102.433333333333,5.2,NA,NA,"29417539-6FBD-42CC-B412-8FCE820A3E1F",100,15,0,20,79,1,70,0,116,35,29,439,7,149
"74",1283,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK",42528,2,"TQ",41812,44732,"TQ4181244732","GB106040018050",45,1.3,12.5,2,3.5,25,2,18,0,80,95.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-10-09",23,FALSE,1,14550,"EDEN BROOK","TQ4181244732",509640,1,"",2005-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505207,"2005-11-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,128,5.12,28,127.7,4.56,19,28,1.47,5,5,5,7.37,19,82,4.32,6.5,12.23,53.15,4.5,12.51,35.97,25,152,6.08,22,141,6.41,9,52,17.31,13,59,22.03,28,130.8,4.67,"No",2005,10,"78DC473E-96B7-4602-AF11-D4DBC5909724","SO-E0000849",7.15,0.00025,0.0754,9.27,6.08,18.42,0.05,6.155,2.805,1.755,99.1,NA,NA,NA,"78DC473E-96B7-4602-AF11-D4DBC5909724",329,349,17,313,198,3,271,0,36,471,36,1989,8,469
"75",1446,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43072,2,"TQ",79740,37080,"TQ7974037080","GB106040018290",50,4.8,4,1,1.8,10,13,72,3,12,93.2,NA,NA,NA,"1995-01-01","1989-10-31","2015-10-07",33,FALSE,1,16061,"CRANE BROOK","TQ7974037080",507063,1,"",2005-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",502755,"2005-10-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,61,4.36,15,62.7,4.18,NA,NA,NA,NA,NA,NA,NA,10,38,3.8,NA,NA,NA,1,3.67,27.25,12,78,6.5,NA,NA,NA,NA,3,0,4,21,19.05,15,62.4,4.16,"No",2005,9,"6DE0F859-6D07-4584-ABDC-C6A3BCE53759","SO-E0000597",7.85,0.00068,0.02875,8.505,2.51,15.805,0.049,2.54,0.4035,4.335,85.9,NA,0.59,NA,"6DE0F859-6D07-4584-ABDC-C6A3BCE53759",42,29,0,38,6,3,0,0,87,32,15,237,2,6
"76",1448,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BARTLEY MILL STREAM",43076,2,"TQ",64700,35940,"TQ6470035940","GB106040018240",50,2.4,9,2,2.8,20,7,72,0,22,68.7,NA,NA,NA,"1995-01-01","1989-11-13","2020-10-15",29,FALSE,1,16085,"BARTLEY MILL STREAM","TQ6470035940",508247,1,"",2005-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",503747,"2005-11-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",34,215,6.32,38,244.1,6.42,NA,NA,NA,NA,NA,NA,NA,28,141,5.04,1.63,1.63,100,13.76,18.87,72.92,32,229,7.16,NA,NA,NA,NA,4,0,37,62,59.68,38,244.9,6.44,"No",2005,10,"1B016C90-656A-4319-923E-0F70470DCE82","SO-E0000695",7.61666666666667,0.000343333333333333,0.0061,9.16,1.67,14.9433333333333,0.03,1.67666666666667,0.424333333333333,1.14666666666667,90.9666666666667,NA,NA,NA,"1B016C90-656A-4319-923E-0F70470DCE82",113,0,0,585,99,57,156,10,588,358,40,2075,14,265
"77",1518,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",43326,2,"TQ",62920,38430,"TQ6292038430","GB106040018250",60,7.2,5.8,1,3.1,15,8,82,0,10,55.7,NA,NA,NA,"1995-01-01","1993-03-26","2013-09-16",26,FALSE,1,16847,"TEISE","TQ6292038430",509333,1,"",2005-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504806,"2005-11-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,106,5.3,23,119.3,5.19,NA,NA,NA,NA,NA,NA,NA,17,74,4.35,1.63,2,81.5,5.5,11.07,49.68,18,124,6.89,NA,NA,NA,NA,4,0,21,46,45.65,23,120.2,5.23,"No",2005,11,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A","SO-E0000642",7.39333333333333,0.000373333333333333,0.0129666666666667,8.48333333333333,3.05333333333333,15.6433333333333,0.0473333333333333,3.07,0.0866666666666667,1.99,85.4333333333333,NA,NA,NA,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A",100,131,1,22,190,10,60,0,436,100,23,1060,7,250
"78",1566,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43545,2,"TQ",52940,37480,"TQ5294037480","GB106040018400",45,3.8,6.2,1,2.8,11.67,8,73,0,18,48.3,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",58,FALSE,1,17337,"GROM","TQ5294037480",509968,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",505656,"2005-09-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,130,5.91,26,149,5.73,NA,NA,NA,NA,NA,NA,NA,18,92,5.11,1.76,2.13,82.63,6.01,9.39,64,21,146,6.95,NA,NA,NA,NA,4,0,21,41,51.22,26,152.8,5.88,"No",2005,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000940",7.47666666666667,0.00114333333333333,0.0297,8.29333333333333,0.660666666666667,16.86,0.127,0.69,0.0826666666666667,2.06333333333333,86.5666666666667,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",280,230,0,70,11,4,14,1,129,100,26,842,10,26
"79",1567,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43546,2,"TQ",52550,37480,"TQ5255037480","GB106040018400",40,3.8,6.6,1,3.2,21.67,5,73,5,17,86.4,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",55,FALSE,1,17357,"GROM","TQ5255037480",511102,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",507616,"2006-02-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,90,4.5,23,89.2,3.88,NA,NA,NA,NA,NA,NA,NA,13,55,4.23,1.5,1.5,100,6.01,10.65,56.43,19,127,6.68,NA,NA,NA,NA,4,0,18,48,37.5,23,103.1,4.48,"No",2005,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",7.32,0.00100666666666667,0.0759,NA,15.7,18.7833333333333,0.127333333333333,15.7666666666667,4.89333333333333,3.23333333333333,85.9333333333333,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",800,810,6,8,10,0,203,0,1818,85,23,3740,4,213
"80",1570,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK",43551,2,"TQ",39450,45110,"TQ3945045110","GB106040018050",45,1.2,8.1,1,4.3,48.33,2,23,0,75,98.1,NA,NA,NA,"1995-01-01","1993-11-24","2011-10-06",20,FALSE,1,17381,"EDEN BROOK","TQ3945045110",511358,1,"",2005-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",508073,"2006-02-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,32,3.56,9,24,2.67,NA,NA,NA,NA,NA,NA,NA,4,8,2,NA,NA,NA,NA,2.69,0,8,42,5.25,NA,NA,NA,NA,4,0,NA,23,0,9,28.6,3.18,"No",2005,10,"C151D32A-88B7-47DD-9AC5-A92A19F13A09","SO-E0000851",6.995,0.00057,0.19715,5.195,17.15,17.81,0.184,17.35,7.17,3.68,54.55,NA,8.15,NA,"C151D32A-88B7-47DD-9AC5-A92A19F13A09",800,16,40,0,0,0,0,0,0,405,9,1261,0,0
"81",1587,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",43597,2,"TQ",49730,35700,"TQ4973035700","GB106040018370",45,2.8,8.1,1,4,13.33,33,52,7,8,30.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-09-25",24,FALSE,1,17562,"PIPPINGFORD BROOK TRIB.","TQ4973035700",508584,1,"",2005-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504135,"2005-11-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,139,6.04,25,156.7,6.27,NA,NA,NA,NA,NA,NA,NA,17,100,5.88,2.26,2.26,100,13.74,16.89,81.35,21,158,7.52,NA,NA,NA,NA,3,0,31,44,70.45,25,154.3,6.17,"No",2005,9,"C717669A-1CD8-4480-B066-8A1CB7C87A93","SO-E0000976",7.69333333333333,0.000443333333333333,0.0101666666666667,9.53666666666667,3.28,13.9633333333333,0.0356666666666667,3.29333333333333,0.314666666666667,1.18333333333333,92.6666666666667,NA,NA,NA,"C717669A-1CD8-4480-B066-8A1CB7C87A93",56,120,0,41,115,0,31,25,67,909,25,1364,11,171
"82",1596,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",43626,2,"TQ",59400,42850,"TQ5940042850","GB106040018410",45,6.1,3.2,1,3.5,21.67,12,77,3,8,88.5,NA,NA,NA,"1995-01-01","1992-10-23","2019-10-09",33,FALSE,1,17638,"SOMERHILL STREAM","TQ5940042850",508394,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",503924,"2005-11-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,42,3.82,11,44.7,4.06,NA,NA,NA,NA,NA,NA,NA,6,29,4.83,1,1,100,3.76,5.97,62.98,9,63,7,NA,NA,NA,NA,4,0,12,29,41.38,11,45.8,4.16,"No",2005,9,"027B6F16-4594-4D06-B172-3316B9972785","SO-E0000770",7.45,0.0129133333333333,0.1393,7.21333333333333,18.5666666666667,17.7533333333333,0.941333333333333,18.7333333333333,2.74333333333333,4.99666666666667,76.2,NA,NA,NA,"027B6F16-4594-4D06-B172-3316B9972785",155,500,200,0,1,0,280,0,95,5,11,1236,2,281
"83",1607,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43671,2,"TQ",78200,46750,"TQ7820046750","GB106040018270",15,0.6,26.3,4,1.7,21.67,5,8,0,87,136.5,NA,NA,NA,"1995-01-01","1990-03-06","2008-11-19",27,FALSE,1,17750,"BEULT","TQ7820046750",508864,1,"",2005-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504429,"2005-11-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,123,4.56,28,104.2,3.72,NA,NA,NA,NA,NA,NA,NA,19,75,3.95,0.63,0.63,100,2.25,9.8,22.96,26,154,5.92,NA,NA,NA,NA,4,0,8,55,14.55,28,111,3.96,"No",2005,9,"435C9905-F2CD-4FAB-9CF5-3865524908DA","SO-E0000536",7.49,0.00108333333333333,0.102266666666667,7.33666666666667,3.56666666666667,17.1866666666667,0.132666666666667,3.67,0.202,2.33666666666667,76.3,NA,0.265,NA,"435C9905-F2CD-4FAB-9CF5-3865524908DA",226,215,32,63,21,6,7,0,51,168,28,795,4,28
"84",1610,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43695,2,"TQ",80940,54020,"TQ8094054020","GB106040018430",35,4.6,10.5,3,5.5,33.33,0,17,73,10,213.3,NA,NA,NA,"1995-01-01","1995-04-18","2005-11-16",10,FALSE,1,17790,"LEN","TQ8094054020",541309,1,"",2005-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",535913,"2006-07-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,117,5.85,21,128.9,6.14,13,22,1.69,5,5,5,8.46,16,100,6.25,12.15,15.34,79.2,8.76,11.19,78.28,18,140,7.78,18,147,8.17,24,36,66.67,25,37,67.57,21,128.2,6.1,"No",2005,11,"35FF1775-B1F0-41EE-82D6-00D43F723658","SO-E0000490",8.07666666666667,0.00207,0.0459666666666667,8.79666666666667,4.7,15.34,0.0763333333333333,4.74333333333333,0.408333333333333,2.80666666666667,88.1,NA,NA,NA,"35FF1775-B1F0-41EE-82D6-00D43F723658",25,150,0,63,66,0,106,0,26,19,24,455,10,172
"85",1624,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",43733,2,"TQ",58500,47360,"TQ5850047360","GB106040018170",25,2.3,8.1,1,2.3,11.67,17,65,13,5,137.8,NA,NA,NA,"1995-01-01","1981-06-18","2014-10-21",34,FALSE,1,17883,"HILDEN BROOK","TQ5850047360",509105,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504631,"2005-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,54,3.86,16,66.7,4.17,NA,NA,NA,NA,NA,NA,NA,10,36,3.6,NA,NA,NA,3.76,5.46,68.86,12,83,6.92,NA,NA,NA,NA,3,0,12,28,42.86,16,70.8,4.43,"No",2005,9,"D41AF843-DF2B-4B78-BFF5-089E10729447","SO-E0000784",7.79333333333333,0.00815666666666667,0.0294,7.19,1.56333333333333,14.0766666666667,0.498333333333333,1.59333333333333,0.395333333333333,1.82666666666667,70.1666666666667,NA,NA,NA,"D41AF843-DF2B-4B78-BFF5-089E10729447",97,470,0,18,4,0,2,0,106,62,17,763,2,6
"86",1627,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","LOOSE STREAM",43739,2,"TQ",75500,52370,"TQ7550052370","GB106040018420",45,10.3,5.7,1,5.7,33.33,0,13,30,57,228.9,NA,NA,NA,"1995-01-01","1995-04-24","2010-10-19",16,FALSE,1,17920,"LOOSE STREAM","TQ7550052370",508606,1,"",2005-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504159,"2005-11-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,72,4.8,16,83,5.19,NA,NA,NA,NA,NA,NA,NA,8,47,5.88,1.13,1.13,100,5.77,7.94,72.67,14,104,7.43,NA,NA,NA,NA,3,0,19,30,63.33,16,85.8,5.36,"No",2005,9,"07D00F07-E828-4FCC-9BF9-962EE27DD612","SO-E0000519",7.92666666666667,0.00431,0.0218,9.26666666666667,8,15.8033333333333,0.161333333333333,8.02,1.29033333333333,5.3,93.6,NA,NA,NA,"07D00F07-E828-4FCC-9BF9-962EE27DD612",15,300,0,1,6,0,525,1,206,70,16,1124,6,532
"87",1631,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43749,2,"TQ",87150,51500,"TQ8715051500","GB106040018430",85,10.1,2.2,1,1.8,7.33,12,45,15,28,193.1,NA,NA,NA,"1995-01-01","1995-04-18","2005-11-16",10,FALSE,1,17961,"LEN","TQ8715051500",541347,1,"",2005-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",535937,"2006-07-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,46,4.18,14,60.4,4.31,5,5,1,1,1,1,1,11,51,4.64,4.5,7.43,60.57,3.25,5.41,60.07,11,80,7.27,8,58,7.25,9,22,40.91,12,26,46.15,14,64.8,4.63,"No",2005,11,"2CBB0DD2-BC35-4DDB-A0DE-DA0CC3AA5773","SO-E0000498",7.17,0.000385,0.04425,7.78,1.89,14.79,0.0685,1.935,0.02,4.995,76.95,NA,NA,NA,"2CBB0DD2-BC35-4DDB-A0DE-DA0CC3AA5773",155,1500,16,2,27,0,3,0,76,500,18,2329,4,30
"88",1637,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","TUDELEY BROOK",43783,2,"TQ",65230,43802,"TQ6523043802","GB106040018120",30,7.4,4,1,2.3,11.67,2,90,0,8,66.7,NA,NA,NA,"1995-01-01","1990-03-09","2016-10-05",24,FALSE,1,18020,"TUDELEY BROOK","TQ6523043802",507375,1,"",2005-10-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",503009,"2005-10-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,83,4.88,18,88.3,4.91,NA,NA,NA,NA,NA,NA,NA,13,59,4.54,NA,NA,NA,5.28,8.67,60.9,15,104,6.93,NA,NA,NA,NA,3,0,18,36,50,18,89.1,4.95,"No",2005,10,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5","SO-E0000719",7.50666666666667,0.00138,0.0294666666666667,10.1433333333333,9.62333333333333,16.3633333333333,0.197666666666667,9.64,3.77666666666667,1.92666666666667,103.866666666667,NA,NA,NA,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5",80,100,1,120,61,1,2,0,50,91,18,506,5,63
