"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","BOD : 5 Day ATU_mg/l","pH_phunits","Nitrate as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Oxygen, Dissolved as O2_mg/l","Temperature of Water_cel","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"71",928,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LANGFORD BROOK",36074,1,"SP",56680,16905,"SP5668016905","GB106039030140",30,1.1,43.13,4,3.3,40,5,27,20,48,217,NA,NA,NA,"1995-01-01","1990-05-02","2016-11-11",26,FALSE,1,10434,"LANGFORD BROOK","SP5668016905",565517,1,"",2007-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",559835,"2007-12-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,85,4.72,19,84,4.42,1,4,4,3,3,3,12,12,54,4.5,0.5,0.97,51.55,3.51,7.63,46,17,116,6.82,1,7,7,NA,6,0,12,33,36.36,19,86.5,4.55,"No",2007,10,"97500F6C-6249-4763-A547-4ABDD7976BB6","TH-PCHR0030",0.115666666666667,1.6,7.83,8.27666666666667,79.9333333333333,8.37666666666667,0.418,0.00205666666666667,0.0993666666666667,7.94333333333333,15.5533333333333,NA,NA,2.51333333333333,"97500F6C-6249-4763-A547-4ABDD7976BB6",203,320,0,10,5,3,13,0,305,83,19,945,4,18
"72",932,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36082,1,"SU",49096,67252,"SU4909667252","GB106039017420",72,2,60.9,5,12,52.33,10,70,15,5,242,NA,NA,NA,"1995-01-01","1990-05-17","2013-09-13",34,FALSE,1,10500,"KENNET","SU4909667252",561750,1,"",2007-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",555427,"2007-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,98,5.76,19,118.9,6.26,17,35,2.06,5,3,5,10.29,15,95,6.33,18.52,20.73,89.34,9.27,12.17,76.17,17,135,7.94,22,184,8.36,34,44,77.27,27,38,71.05,19,116.8,6.15,"No",2007,10,"4F541E5D-0999-4336-90AB-3F3EF53D71E4","TH-PKER0043",0.03,1.05,8.065,5.795,96.5,5.815,0.0465,0.00076,0.01805,9.81,14.505,8.8,NA,NA,"4F541E5D-0999-4336-90AB-3F3EF53D71E4",5,459,20,24,219,0,99,0,11,25,28,866,11,318
"73",945,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","HART",36106,1,"SU",77912,56187,"SU7791256187","GB106039017090",58,1.1,7.24,1,5.9,60,5,45,20,30,146,NA,NA,NA,"1995-01-01","1990-03-12","2017-10-09",26,FALSE,1,10631,"HART","SU7791256187",561797,1,"",2007-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",555459,"2007-11-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,125,5.43,28,137.5,4.91,NA,NA,NA,NA,NA,NA,NA,20,79,3.95,NA,0.37,0,3.28,7.89,41.57,22,145,6.59,NA,NA,NA,NA,3,0,13,40,32.5,28,139.4,4.98,"No",2007,11,"C3F54B22-B3E8-4411-A439-0BE36DFAF4A8","TH-PLDR0018",0.0505,1,7.605,4.33,76,4.365,0.112,0.00061,0.0333,7.46,16.17,5.45,NA,NA,"C3F54B22-B3E8-4411-A439-0BE36DFAF4A8",72,5,0,49,20,5,26,0,212,91,29,485,8,46
"74",965,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ENBORNE",36146,1,"SU",56787,64812,"SU5678764812","GB106039017340",65,2,23.19,3,8.4,29.33,2,50,28,20,160,NA,NA,NA,"1995-01-01","1989-09-27","2013-09-26",31,FALSE,1,10895,"ENBORNE","SU5678764812",558346,1,"",2007-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",563293,"2008-01-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,114,6,24,133.9,5.58,NA,NA,NA,NA,NA,NA,NA,15,71,4.73,0.63,1.37,45.99,5.03,8.91,56.45,19,134,7.05,NA,NA,NA,NA,3,0,17,35,48.57,24,138.5,5.77,"No",2007,10,"96A4FF5F-4229-4991-BAE4-AFC95A131D27","TH-PKER0016",0.03625,1.925,7.8525,3.2875,89.35,3.305,0.1815,0.00067,0.016275,8.93,15.31,38.15,NA,NA,"96A4FF5F-4229-4991-BAE4-AFC95A131D27",90,17,0,32,20,1,20,0,208,928,24,1316,8,40
"75",970,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",36156,1,"SP",17366,27494,"SP1736627494","GB106039037470",155,3.9,0.83,2,6.1,48,8,39,48,5,188,NA,NA,NA,"1995-01-01","1990-12-06","2012-11-30",30,FALSE,1,10955,"DIKLER","SP1736627494",566402,1,"",2007-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",561061,"2008-01-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,120,5,27,142.5,5.28,25,43,1.72,5,5,5,8.6,20,94,4.7,18.26,23.03,79.29,10.3,13.51,76.24,23,176,7.65,30,232,7.73,41,70,58.57,35,61,57.38,27,138.3,5.12,"No",2007,10,"CE4DB28E-FE08-4646-8B9C-1610D2498736","TH-PWRR0004",0.03,1.15,7.735,8.67,104.95,8.68,0.02,0.00036,0.0075,11.35,11.705,NA,NA,NA,"CE4DB28E-FE08-4646-8B9C-1610D2498736",23,2051,10,113,679,0,901,0,478,26,41,4287,12,1580
"76",982,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36178,1,"TQ",6951,36595,"TQ0695136595","GB106039017810",55,2.9,8.096,1,2.2,38.33,7,15,8,70,74.6,NA,NA,NA,"1995-01-01","1990-05-09","2021-03-30",130,FALSE,1,11231,"CRANLEIGH WATERS","TQ0695136595",561045,1,"",2007-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",554914,"2007-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,62,4.43,15,58.5,3.9,NA,NA,NA,NA,NA,NA,NA,10,38,3.8,NA,NA,NA,NA,3.41,0,13,82,6.31,NA,NA,NA,NA,3,0,4,27,14.81,15,58.9,3.93,"No",2007,10,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F","TH-PWER0044",0.1295,2.8,7.33,NA,65.45,3.54,0.1275,0.000845,NA,6.35,16.75,72.1,NA,NA,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F",59,56,0,2,1,10,0,0,48,70,16,250,1,1
"77",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,1,11367,"CRANLEIGH WATERS","TQ0568836983",560953,1,"",2007-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",554662,"2007-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,109,5.74,23,130.5,5.67,NA,NA,NA,NA,NA,NA,NA,16,80,5,2,2.37,84.39,8.79,12.44,70.66,18,137,7.61,NA,NA,NA,NA,4,0,24,42,57.14,23,130.3,5.67,"No",2007,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.0425,3.525,7.4925,1.632,81.45,1.65,0.10225,0.0004025,0.019625,7.945,16.48,111.875,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",211,262,0,320,341,2,185,2,225,438,25,1989,7,528
"78",995,"THAMES - WEST","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","COLE",36214,1,"SU",23267,93541,"SU2326793541","GB106039023730",78,0.9,21.1,3,6.2,53.33,7,22,30,41,227,NA,NA,NA,"1995-01-01","1989-09-22","2016-10-07",32,FALSE,1,11558,"COLE","SU2326793541",558497,1,"",2007-10-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",553273,"2007-10-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,84,4.67,21,105.1,5,19,36,1.89,5,3,5,9.47,16,83,5.19,9,14.26,63.11,5.75,10.82,53.14,18,128,7.11,24,168,7,14,45,31.11,16,38,42.11,21,101,4.81,"No",2007,10,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3","TH-PUTR0025",0.084,1.95,7.7975,3.6825,80.95,3.72,0.19875,0.0017975,0.0371,8.1175,15.115,15.125,NA,NA,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3",3,19,0,41,59,2,17,0,32,51,30,228,5,76
"79",997,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2019-11-28",47,FALSE,1,11590,"CHURN","SP0190807912",565557,1,"",2007-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",559889,"2008-01-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,165,5.89,31,189.7,6.12,NA,NA,NA,NA,NA,NA,NA,22,124,5.64,2,2,100,12.55,16.46,76.25,28,213,7.61,NA,NA,NA,NA,3,0,35,55,63.64,31,186.4,6.01,"No",2007,10,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",0.03,1,8.21,7.325,106.9,7.335,0.02,0.00076,0.00925,10.9,14.47,12.95,NA,NA,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",64,90,0,53,143,0,117,0,69,62,32,599,14,260
"80",999,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","CLAYHILL BROOK",36228,1,"SU",66045,68840,"SU6604568840","GB106039023120",60,8,2.22,1,1.7,20,13,40,25,22,148,NA,NA,NA,"1995-01-01","1990-04-05","2015-10-09",28,FALSE,1,11628,"CLAYHILL BROOK","SU6604568840",568375,1,"",2007-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",563296,"2007-12-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,31,3.44,14,46.4,3.31,NA,NA,NA,NA,NA,NA,NA,9,37,4.11,1.63,2.49,65.46,1.5,3.95,37.97,8,50,6.25,NA,NA,NA,NA,3,0,7,26,26.92,14,54.2,3.87,"No",2007,10,"701627DE-CF9A-4E4E-A1C1-7B1873B07A42","TH-PKER0099",0.54725,1.475,7.68,11.685,87.425,11.795,1.78625,0.0064125,0.10885,8.5625,16.225,NA,NA,NA,"701627DE-CF9A-4E4E-A1C1-7B1873B07A42",324,2701,0,0,0,0,0,0,126,9,15,3160,0,0
"81",1010,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36261,1,"SP",50470,13790,"SP5047013790","GB106039037430",58,0.3,81.23,5,8.6,50,20,50,20,10,206,NA,NA,NA,"1995-01-01","1995-05-15","2016-10-17",14,FALSE,1,11773,"CHERWELL","SP5047013790",565733,1,"",2007-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560090,"2007-12-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,111,6.17,18,105.4,5.86,2,9,4.5,5,5,5,22.5,15,79,5.27,0.5,0.99,50.51,5.23,8.37,62.49,16,116,7.25,2,15,7.5,NA,6,0,16,31,51.61,18,108.2,6.01,"No",2007,10,"0C1C5337-57AF-4104-A7CE-863D26ED73C0","TH-PCHR0013",0.03,1.3,8.00666666666667,4.75333333333333,95.9,4.77,0.0766666666666667,0.00091,0.0155,9.2,17.26,9.6,NA,NA,"0C1C5337-57AF-4104-A7CE-863D26ED73C0",30,21,0,3,7,0,16,5,203,25,18,330,8,28
"82",1020,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CERNEY WICK BROOK",36284,1,"SU",5711,95326,"SU0571195326","GB106039023800",83,1.7,3.67,1,2.8,23.33,3,47,30,20,272,NA,NA,NA,"1995-01-01","1990-03-14","2016-10-07",23,FALSE,1,11878,"CERNEY WICK BROOK","SU0571195326",565469,1,"",2007-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",559793,"2007-12-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,117,4.88,27,124.8,4.62,NA,NA,NA,NA,NA,NA,NA,19,79,4.16,1,1.37,72.99,3.76,8.37,44.92,23,149,6.48,NA,NA,NA,NA,4,0,15,45,33.33,27,126.5,4.69,"No",2007,10,"3A29892F-88D6-4419-BF18-66C9508E0A45","TH-PUTR0009",0.03,1.275,7.9425,8.1075,87.95,8.1175,1.7675,0.0006775,0.018125,8.68,15.9175,NA,NA,NA,"3A29892F-88D6-4419-BF18-66C9508E0A45",189,361,9,981,76,15,2,0,54,397,31,2091,4,78
"83",1236,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HAMMER STREAM",42373,2,"TQ",83540,40400,"TQ8354040400","GB106040018290",25,1.6,11.2,1,5.5,36.67,27,13,0,60,83.3,NA,NA,NA,"1995-01-01","1981-06-22","2015-10-07",25,FALSE,1,14145,"HAMMER STREAM","TQ8354040400",566317,1,"",2007-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560935,"2008-01-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,90,4.74,20,91.8,4.59,NA,NA,NA,NA,NA,NA,NA,12,43,3.58,NA,NA,NA,3.01,6.92,43.5,17,113,6.65,NA,NA,NA,NA,3,0,7,33,21.21,20,90.3,4.52,"No",2007,9,"06883784-4CBB-4792-AE0F-D34ABB392B43","SO-E0000579",0.0323333333333333,1.36666666666667,7.72,4.80333333333333,91.0333333333333,4.82666666666667,0.239333333333333,0.00048,0.0225666666666667,9.01333333333333,15.7033333333333,11.5,NA,NA,"06883784-4CBB-4792-AE0F-D34ABB392B43",58,4,0,68,1,1,48,0,101,27,22,317,4,49
"84",1566,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43545,2,"TQ",52940,37480,"TQ5294037480","GB106040018400",45,3.8,6.2,1,2.8,11.67,8,73,0,18,48.3,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",58,FALSE,1,17340,"GROM","TQ5294037480",559469,1,"",2007-09-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",553841,"2007-11-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,65,5,17,85.7,5.04,NA,NA,NA,NA,NA,NA,NA,10,51,5.1,2,2.37,84.39,4.75,6.2,76.61,12,91,7.58,1,9,9,2,6,33.33,14,27,51.85,17,87.6,5.15,"No",2007,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000940",0.07,1,7.59,1.55,86.3,1.57,0.035,0.00071,0.024,8.73,14.73,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",200,52,0,4,3,0,10,1,142,8,17,420,4,14
"85",1602,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43653,2,"TQ",82520,44380,"TQ8252044380","GB106040018270",15,0.4,20.2,3,10.7,73.33,0,23,20,57,124.5,NA,NA,NA,"1995-01-01","1995-11-01","2015-10-07",12,FALSE,1,17695,"BEULT","TQ8252044380",563333,1,"",2007-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",557148,"2007-12-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,97,4.62,24,85.2,3.55,NA,NA,NA,NA,NA,NA,NA,14,61,4.36,NA,NA,NA,1.25,7.64,16.36,22,130,5.91,NA,NA,NA,NA,3,0,5,45,11.11,24,94.8,3.95,"No",2007,9,"6750F9ED-15DA-4B82-8586-76F3CC3705C8","SO-E0000544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,NA,"6750F9ED-15DA-4B82-8586-76F3CC3705C8",68,117,19,4,4,31,1,0,150,101,25,495,3,5
"86",1650,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43809,2,"TQ",86400,52150,"TQ8640052150","GB106040018430",75,8,3.5,1,2.2,14,7,37,42,15,239.6,NA,NA,NA,"1995-01-01","1994-05-09","2020-10-28",25,FALSE,1,18249,"LEN","TQ8640052150",565729,1,"",2007-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560078,"2008-01-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,111,5.55,21,112.4,5.35,NA,NA,NA,NA,NA,NA,NA,16,85,5.31,1.5,1.5,100,6.27,10.39,60.35,19,138,7.26,NA,NA,NA,NA,4,0,20,39,51.28,21,115.7,5.51,"No",2007,11,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F","SO-E0000494",NA,NA,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F",200,403,2,34,65,2,13,0,122,401,22,1242,9,78
"87",1666,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WATERINGBURY STREAM",43886,2,"TQ",69000,53170,"TQ6900053170","GB106040018190",15,14.6,5,1,1.3,13.33,20,60,7,13,264.4,NA,NA,NA,"1995-01-01","1989-11-22","2014-09-04",31,FALSE,1,18430,"WATERINGBURY STREAM","TQ6900053170",558775,1,"",2007-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",553386,"2007-10-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,80,5,22,105,4.77,NA,NA,NA,NA,NA,NA,NA,16,84,5.25,2,2.49,80.32,8.26,14.3,57.76,17,117,6.88,NA,NA,NA,NA,4,0,21,49,42.86,22,108.3,4.92,"No",2007,9,"E3954713-0BBD-4F5D-B830-FCB40157A61C","SO-E0000523",0.0843333333333333,1.86666666666667,8.07666666666667,6.16666666666667,88.7333333333333,6.22333333333333,0.0536666666666667,0.00231,0.0566666666666667,8.70666666666667,16.16,NA,NA,NA,"E3954713-0BBD-4F5D-B830-FCB40157A61C",520,211,17,500,98,0,100,0,407,2707,22,4560,6,198
"88",1698,"SOUTHERN - KENT & E. SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","CRAY",44031,2,"TQ",47760,71290,"TQ4776071290","GB106040023990",25,7.7,5.1,1,6.5,30,5,70,8,17,235,NA,NA,NA,"1995-01-01","1985-01-08","2015-10-06",54,FALSE,1,18655,"CRAY","TQ4776071290",558356,1,"",2007-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",553210,"2007-10-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,69,4.31,19,86.4,4.55,NA,NA,NA,NA,NA,NA,NA,13,51,3.92,1.5,1.5,100,6,8.67,69.2,16,110,6.88,NA,NA,NA,NA,3,0,18,38,47.37,19,85.3,4.49,"No",2007,9,"41FADB30-6267-47F4-9695-7DFB73DC32B6","SO-E0000150",0.1315,1.75,7.835,2.795,96.6,2.86,0.0435,0.00306,0.06685,9.225,17.435,4.2,NA,NA,"41FADB30-6267-47F4-9695-7DFB73DC32B6",92,931,51,50,4,0,161,0,155,142,22,1592,3,165
"89",1706,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT TRIB.",44099,2,"TQ",91920,40440,"TQ9192040440","GB106040018280",30,1.7,0.7,1,0.9,12.33,0,5,0,95,152.2,NA,NA,NA,"1995-01-01","1990-03-22","2014-09-05",31,FALSE,1,18697,"BEULT TRIB.","TQ9192040440",562885,1,"",2007-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",556617,"2007-12-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,42,3.82,13,49.4,3.8,NA,NA,NA,NA,NA,NA,NA,8,34,4.25,0.5,0.99,50.51,1.75,6.34,27.6,10,67,6.7,NA,NA,NA,NA,4,0,8,27,29.63,13,57.3,4.41,"No",2007,9,"B4B6F5C8-93A7-4A53-9632-FEEEF0F73E93","SO-E0000622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835333333333333,NA,"B4B6F5C8-93A7-4A53-9632-FEEEF0F73E93",101,1000,40,2,0,0,3,0,103,1150,13,2399,1,3
"90",1722,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",44236,2,"TQ",75900,55500,"TQ7590055500","GB106040018440",10,0.2,16.7,3,3,43.33,60,30,0,10,218.4,NA,NA,NA,"1995-01-01","1995-04-24","2007-11-01",12,FALSE,1,18887,"LEN","TQ7590055500",563607,1,"",2007-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",557442,"2007-12-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,72,4.8,16,70.4,4.4,NA,NA,NA,NA,NA,NA,NA,9,46,5.11,NA,NA,NA,0.75,4.37,17.16,14,88,6.29,NA,NA,NA,NA,3,0,7,29,24.14,16,72.8,4.55,"No",2007,11,"9F3A66BE-0F8B-42EB-84E4-DC9A60E240C1","SO-E0000478",0.0745,3.75,8.155,2.545,97.05,2.595,0.099,0.00224,0.05025,9.37,16.91,30.4,NA,NA,"9F3A66BE-0F8B-42EB-84E4-DC9A60E240C1",42,130,0,0,44,0,3,0,40,97,16,356,5,47
