"","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"5162","THAMES - NORTH EAST","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","MAYES BROOK",158041,1,"TQ",44829,83057,"TQ4482983057",544829,183057,"GB106037028170",,,,,,,,,,,,,,,,2009-09-18,2009-09-18,1,FALSE
"5163","THAMES - NORTH EAST","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","RAVENSBOURNE (ROM CATCHMENT)",158047,1,"TQ",53024,86636,"TQ5302486636",553024,186636,"GB106037028110",,,,,,,,,,,,,,,,2009-11-12,2009-11-12,1,FALSE
"5164","THAMES - NORTH EAST","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","RAVENSBOURNE (ROM CATCHMENT)",158048,1,"TQ",53285,87000,"TQ5328587000",553285,187000,"GB106037028110",,,,,,,,,,,,,,,,2009-11-12,2009-11-12,1,FALSE
"5165","SOUTHERN - KENT & E. SUSSEX","NORTH KENT","RIVER: Natural/semi-natural flowing fresh watercourse","SWALECLIFFE BROOK",158065,1,"TR",13449,67270,"TR1344967270",613449,167270,"GB107040019630",3,1,11,1,1.7,12,42,52,5,1,117,,,,2012-01-01,2013-04-30,2021-10-08,7,FALSE
"5166","SOUTHERN - KENT & E. SUSSEX","NORTH KENT","DRAIN: Natural or artificial watercourse primarily used for land drainage","ISLE OF SHEPPEY DITCHES",158085,1,"TQ",94645,74284,"TQ9464574284",594645,174284,"GB206040024250",,,,,,,,,,,,,,,,2011-09-13,2011-09-13,1,FALSE
"5167","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",158094,1,"SU",33425,27202,"SU3342527202",433425,127202,"GB107042022670",,,,,,,,,,,,,,,,2011-10-03,2011-10-03,1,FALSE
"5168","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",158095,1,"SU",35479,17847,"SU3547917847",435479,117847,"GB107042016840",5,0.6,50,7,23.3,73,2,87,6,5,225.2,,,,2014-01-01,2011-10-03,2019-11-01,17,FALSE
"5169","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","STANFORD BROOK",158101,1,"TQ",28266,32352,"TQ2826632352",528266,132352,"GB106039017450",100,5,2.7,,,,,,,,,,,,,2011-10-05,2013-11-19,4,FALSE
"5170","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","IFIELD BROOK",158115,1,"TQ",24692,37886,"TQ2469237886",524692,137886,"GB106039017460",63,30.5,1.98,1,2.3,4,2,33,50,15,77.7,,,,2010-01-01,2011-10-07,2016-10-11,6,FALSE
"5171","SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",158177,1,"TQ",53131,35318,"TQ5313135318",553131,135318,"GB106040018390",48,4.1,11.7,2,4.7,27.5,17,64,9,10,61.8,,,,2014-02-26,2013-05-01,2013-09-23,2,FALSE
"5172","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",158194,1,"SU",36115,36888,"SU3611536888",436115,136888,"GB107042022670",35,1,28.11,5,22,95,3,62,20,15,233,,,,2010-01-01,2009-10-19,2016-09-14,11,FALSE
"5173","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",158195,1,"SU",36151,36902,"SU3615136902",436151,136902,"GB107042022670",35,1,28.1,5,,,,,,,,,,,,2009-04-27,2010-09-23,3,FALSE
"5174","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CHESS",158225,1,"TQ",6400,95200,"TQ0640095200",506400,195200,"GB106039029870",51,,,,,,,,,,,,,,,2011-10-25,2011-10-25,1,FALSE
"5175","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","ALDERBOURNE",158226,1,"TQ",165,86504,"TQ0016586504",500165,186504,"GB106039023080",69,,,,,,,,,,,,,,,2011-10-25,2011-10-25,1,FALSE
"5176","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","WOODHILL W/C & HOPSTONE",158352,1,"SU",3468,77303,"SU0346877303",403468,177303,"GB109053027640",,,,,,,,,,,,,,,,2012-05-14,2012-09-28,2,FALSE
"5177","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN",158360,1,"ST",98784,70771,"ST9878470771",398784,170771,"GB109053022050",70,3,5.7,3,4.1,43.2,19,50,3,28,235,,,,2013-12-31,2012-05-14,2015-10-06,4,FALSE
"5178","SOUTHERN - SOLENT & S. DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE (SUSSEX)",158365,1,"TQ",38188,24669,"TQ3818824669",538188,124669,"GB107041012710",,,,,,,,,,,,,,,,2011-11-15,2011-11-15,1,FALSE
"5179","SOUTHERN - SOLENT & S. DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE (SUSSEX)",158366,1,"TQ",38141,24645,"TQ3814124645",538141,124645,"GB107041012710",,,,,,,,,,,,,,,,2011-11-15,2011-11-15,1,FALSE
"5180","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","NYTHE STREAM",158379,1,"SU",59377,33274,"SU5937733274",459377,133274,"GB107042022600",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5181","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","NYTHE STREAM",158380,1,"SU",59352,33376,"SU5935233376",459352,133376,"GB107042022600",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5182","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","NYTHE STREAM",158381,1,"SU",59007,33364,"SU5900733364",459007,133364,"GB107042016330",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5183","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","NYTHE STREAM",158382,1,"SU",58758,33368,"SU5875833368",458758,133368,"GB107042016330",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5184","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","TRIB OF ITCHEN",158383,1,"SU",58801,32975,"SU5880132975",458801,132975,"GB107042016330",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5185","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","TRIB OF ITCHEN",158390,1,"SU",58739,33165,"SU5873933165",458739,133165,"GB107042016330",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5186","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","TRIB OF ITCHEN",158391,1,"SU",60185,32356,"SU6018532356",460185,132356,"GB107042022590",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5187","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","TRIB OF ITCHEN",158392,1,"SU",60327,32294,"SU6032732294",460327,132294,"GB107042022590",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5188","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","TRIB OF ITCHEN",158393,1,"SU",58484,33217,"SU5848433217",458484,133217,"GB107042016680",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5189","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","TRIB OF ITCHEN",158394,1,"SU",58045,33019,"SU5804533019",458045,133019,"GB107042016680",,,,,,,,,,,,,,,,2011-11-18,2011-11-18,1,FALSE
"5190","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","GATWICK STREAM",158443,1,"TQ",31022,36184,"TQ3102236184",531022,136184,"GB106039017450",89,14,2.2,1,2,22,32,53,2,13,31.5,,,,2010-01-01,2011-11-24,2016-11-16,7,FALSE
"5191","ANGLIAN - CENTRAL","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","MILLBRIDGE BROOK",158498,1,"TL",22970,51867,"TL2297051867",522970,251867,"GB105033037820",44,1,1.5,1,,,,,,,,,,,,2011-05-20,2011-11-14,3,FALSE
"5192","ANGLIAN - CENTRAL","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","MILLBRIDGE BROOK",158499,1,"TL",24290,52083,"TL2429052083",524290,252083,"GB105033037820",44,1.7,4.3,1,,,,,,,,,,,,2011-05-20,2011-11-14,3,FALSE
"5193","ANGLIAN - CENTRAL","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","MILLBRIDGE BROOK",158500,1,"TL",22731,49493,"TL2273149493",522731,249493,"GB105033037820",38,0.2,7.7,1,,,,,,,,,,,,2011-05-20,2011-11-14,3,FALSE
"5194","ANGLIAN - CENTRAL","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","MILLBRIDGE BROOK",158501,1,"TL",22576,49056,"TL2257649056",522576,249056,"GB105033037820",35,0.5,8.2,1,,,,,,,,,,,,2011-05-20,2011-11-14,3,FALSE
"5195","ANGLIAN - CENTRAL","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","MILLBRIDGE BROOK",158502,1,"TL",22045,47394,"TL2204547394",522045,247394,"GB105033037820",32,1.2,10,1,,,,,,,,,,,,2011-05-20,2011-11-14,3,FALSE
"5196","ANGLIAN - CENTRAL","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","MILLBRIDGE BROOK",158503,1,"TL",19358,47329,"TL1935847329",519358,247329,"GB105033037820",26,1.4,13.3,1,,,,,,,,,,,,2011-05-20,2011-11-14,3,FALSE
"5197","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","BROUGHTON BROOK",158505,1,"SP",93917,32674,"SP9391732674",493917,232674,"GB105033037930",110,12.5,1,1,,,,,,,,,,,,2011-05-23,2011-05-23,1,FALSE
"5198","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","BROUGHTON BROOK",158506,1,"SP",94084,33856,"SP9408433856",494084,233856,"GB105033037930",102,5.3,2.3,1,,,,,,,,,,,,2011-05-23,2011-11-17,3,FALSE
"5199","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","BROUGHTON BROOK",158507,1,"SP",95414,35515,"SP9541435515",495414,235515,"GB105033037930",88,4.3,5,1,,,,,,,,,,,,2011-05-23,2011-11-17,3,FALSE
"5200","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","BROUGHTON BROOK",158508,1,"SP",95628,35763,"SP9562835763",495628,235763,"GB105033037930",89,2.5,5.3,1,,,,,,,,,,,,2011-05-23,2011-11-17,3,FALSE
"5201","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","BROUGHTON BROOK",158509,1,"SP",95749,36035,"SP9574936035",495749,236035,"GB105033037930",86,8,5.6,1,,,,,,,,,,,,2011-05-23,2011-11-17,3,FALSE
"5202","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","BROUGHTON BROOK",158510,1,"SP",96646,36569,"SP9664636569",496646,236569,"GB105033037930",81,5.4,6.9,1,,,,,,,,,,,,2011-05-23,2011-11-17,3,FALSE
"5203","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","BROUGHTON BROOK",158511,1,"SP",93412,38961,"SP9341238961",493412,238961,"GB105033037930",69,1.7,12,1,,,,,,,,,,,,2011-05-25,2011-11-17,3,FALSE
"5204","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","BROUGHTON BROOK",158512,1,"SP",89676,39367,"SP8967639367",489676,239367,"GB105033037930",60,0.3,16,1,,,,,,,,,,,,2011-05-23,2011-11-17,3,FALSE
"5205","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",158527,1,"SU",44992,69277,"SU4499269277",444992,169277,"GB106039023220",,,,,,,,,,,,,,,,2011-05-31,2011-10-05,2,FALSE
"5206","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",158528,1,"SU",44667,69229,"SU4466769229",444667,169229,"GB106039023220",,,,,,,,,,,,,,,,2011-05-31,2011-10-05,2,FALSE
"5207","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",158529,1,"SU",44802,69195,"SU4480269195",444802,169195,"GB106039023220",,,,,,,,,,,,,,,,2011-05-31,2011-10-05,2,FALSE
"5208","SOUTHERN - KENT & E. SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","BROWNMILL STREAM",158537,1,"TQ",96547,45607,"TQ9654745607",596547,145607,"GB107040019660",,,,,,,,,,,,,,,,2011-08-18,2011-08-18,1,FALSE
"5209","SOUTHERN - KENT & E. SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","DOUR",158540,1,"TR",29559,43360,"TR2955943360",629559,143360,"GB107040073310",24,,2.4,,,,,,,,,,,,,2011-09-01,2011-09-01,1,FALSE
"5210","SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",158541,1,"TQ",71794,39969,"TQ7179439969",571794,139969,"GB106040018260",,,,,,,,,,,,,,,,2011-07-13,2011-07-13,1,FALSE
"5211","SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",158542,1,"TQ",69640,36700,"TQ6964036700",569640,136700,"GB106040018520",,,,,,,,,,,,,,,,2011-07-13,2011-07-13,1,FALSE
"5212","SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",158543,1,"TQ",69970,36800,"TQ6997036800",569970,136800,"GB106040018520",34,3,7,3,4.5,110,0,10,0,90,60,,,,2014-01-01,2011-07-13,2014-09-02,5,FALSE
"5213","MIDLANDS - CENTRAL","AVON (SOWE-BIDFORD) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","SHERBOURNE BROOK",158680,1,"SP",22691,61646,"SP2269161646",422691,261646,"GB109054043730",72,5,2.3,1,1.4,15,0,75,10,15,262.9,,,,2013-04-29,2012-05-17,2012-10-17,2,FALSE
"5214","MIDLANDS - CENTRAL","AVON (SOWE-BIDFORD) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","AVON (LS  - SOWE TO BIDFORD)",158681,1,"SP",19446,53773,"SP1944653773",419446,253773,"GB109054044401",35,3.8,1.4,1,1,17.5,5,13,65,17,193.5,,,,2013-04-29,2012-05-17,2012-10-18,2,FALSE
"5215","MIDLANDS - CENTRAL","SOWE (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","FINHAM BROOK",158682,1,"SP",30594,73041,"SP3059473041",430594,273041,"GB109054044470",74,0.7,7.8,1,3.5,25,23,57,5,15,222.4,,,,2013-04-29,2012-05-24,2012-10-17,2,FALSE
"5216","MIDLANDS - CENTRAL","SOWE (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","FINHAM BROOK",158683,1,"SP",30010,72961,"SP3001072961",430010,272961,"GB109054044470",76,1.1,13.6,2,4.5,40,20,60,0,20,204.5,,,,2013-03-01,2012-03-01,2012-09-21,2,FALSE
"5217","MIDLANDS - CENTRAL","AVON (SOWE-BIDFORD) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","RADWAY BROOK",158684,1,"SP",34506,50746,"SP3450650746",434506,250746,"GB109054039480",79,1.8,8.8,2,2.4,30,23,36,18,23,175,,,,2013-04-29,2012-05-16,2014-11-19,4,FALSE
"5218","MIDLANDS - WEST","AVON (BELOW BIDFORD) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","AVON (LS - BELOW BIDFORD)",158689,1,"SO",88769,32329,"SO8876932329",388769,232329,"GB109054039800",10,0.5,164.4,6,10.3,183,0,0,7,93,203.3,,,,2013-02-27,2013-04-22,2015-03-31,3,FALSE
"5219","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","CANDOVER BROOK",158732,1,"SU",56406,34445,"SU5640634445",456406,134445,"GB107042022620",,,,,,,,,,,,,,,,2011-05-31,2011-10-27,2,FALSE
"5220","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",158831,1,"TQ",21227,49729,"TQ2122749729",521227,149729,"GB106039017621",45,0.5,32.62,4,,,,,,,,,,,,2011-11-08,2011-11-08,1,FALSE
"5221","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158893,1,"TQ",16301,20756,"TQ1630120756",516301,120756,"GB107041012170",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5222","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158894,1,"TQ",16126,20747,"TQ1612620747",516126,120747,"GB107041012170",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5223","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158895,1,"TQ",15883,20813,"TQ1588320813",515883,120813,"GB107041012170",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5224","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158896,1,"TQ",15715,20868,"TQ1571520868",515715,120868,"GB107041012170",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5225","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158897,1,"TQ",15552,20960,"TQ1555220960",515552,120960,"GB107041012170",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5226","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158898,1,"TQ",15473,20996,"TQ1547320996",515473,120996,"GB107041012170",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5227","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158899,1,"TQ",15213,21118,"TQ1521321118",515213,121118,"GB107041012290",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5228","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158900,1,"TQ",15176,21315,"TQ1517621315",515176,121315,"GB107041012290",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5229","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158901,1,"TQ",15154,21488,"TQ1515421488",515154,121488,"GB107041012290",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5230","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR WEST",158902,1,"TQ",15122,21677,"TQ1512221677",515122,121677,"GB107041012290",,,,,,,,,,,,,,,,2010-11-17,2010-11-17,1,FALSE
"5231","SOUTHERN - SOLENT & S. DOWNS","PEVENSEY HAVEN","RIVER: Natural/semi-natural flowing fresh watercourse","HUGLETTS STREAM",158976,1,"TQ",66335,15898,"TQ6633515898",566335,115898,"GB107041012521",,,,,,,,,,,,,,,,2012-04-03,2012-04-03,1,FALSE
"5232","ANGLIAN - CENTRAL","CAM (2)","RIVER: Natural/semi-natural flowing fresh watercourse","RIDDY STREAM",158982,1,"TL",43177,52672,"TL4317752672",543177,252672,"GB105033037600",10,1.1,2.4,1,2.2,6,1,81,17,1,,,,,2016-12-19,2012-04-02,2019-11-15,16,FALSE
"5233","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",158983,1,"SU",91563,99164,"SU9156399164",491563,199164,"GB106039029830",,,,,,,,,,,,,,,,2011-06-13,2011-10-11,2,FALSE
"5234","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",158984,1,"SU",91684,99157,"SU9168499157",491684,199157,"GB106039029830",,,,,,,,,,,,,,,,2011-06-13,2011-11-10,2,FALSE
"5235","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",158985,1,"SU",91805,99140,"SU9180599140",491805,199140,"GB106039029830",,,,,,,,,,,,,,,,2011-06-13,2011-11-10,2,FALSE
"5236","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",158986,1,"SU",91939,99119,"SU9193999119",491939,199119,"GB106039029830",,,,,,,,,,,,,,,,2011-06-13,2011-06-13,1,FALSE
"5237","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",158987,1,"SU",92033,99112,"SU9203399112",492033,199112,"GB106039029830",,,,,,,,,,,,,,,,2017-05-31,2017-05-31,1,FALSE
"5238","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","THE RYE",158988,1,"TQ",15030,57499,"TQ1503057499",515030,157499,"GB106039017610",28,19,6.4,,,,,,,,168.5,,,,2010-01-01,2012-11-12,2012-11-12,1,FALSE
"5239","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN",158998,1,"SU",278,70521,"SU0027870521",400278,170521,"GB109053022050",75,6.4,4.9,2,4.5,46.2,20,45,32,3,238,,,,2013-12-31,2012-05-14,2015-10-06,4,FALSE
"5240","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SUMMERHAM BROOK",159000,1,"ST",95202,59758,"ST9520259758",395202,159758,"GB109053022220",45,2,6.9,1,1.5,18.2,8,12,5,75,250,,,,2014-01-02,2012-05-29,2015-11-09,9,FALSE
"5241","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SEMINGTON BROOK",159001,1,"ST",97249,57056,"ST9724957056",397249,157056,"GB109053022130",55,3.2,7.6,3,4.6,68.3,0,0,0,100,236,,,,2014-01-02,2012-05-14,2014-10-21,4,FALSE
"5242","SOUTHERN - KENT & E. SUSSEX","ROYAL MILITARY CANAL (1)","RIVER: Natural/semi-natural flowing fresh watercourse","GULDEFORD SEWER",159021,1,"TQ",95161,20985,"TQ9516120985",595161,120985,"GB107040013420",1,0.1,4,1,6,90,,,,100,240,,,,2010-01-01,2012-05-15,2013-10-30,4,FALSE
"5243","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","ANTON",159078,1,"SU",36446,46388,"SU3644646388",436446,146388,"GB107042022810",,,,,,,,,,,,,,,,2012-05-04,2014-09-18,6,FALSE
"5244","THAMES - NORTH EAST","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE BROOK",159166,1,"TQ",51619,96005,"TQ5161996005",551619,196005,"GB106037028120",,,,,,,,,,,,,,,,2012-05-18,2013-09-25,4,FALSE
"5245","THAMES - NORTH EAST","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","ROM/BEAM",159168,1,"TQ",50728,83958,"TQ5072883958",550728,183958,"GB106037028100",,,,,,,,,,,,,,,,2012-05-18,2013-10-30,4,FALSE
"5246","THAMES - NORTH EAST","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",159169,1,"TL",37738,26291,"TL3773826291",537738,226291,"GB106038040140",,,,,,,,,,,,,,,,2012-02-27,2012-02-27,1,FALSE
"5247","THAMES - NORTH EAST","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",159170,1,"TL",37761,26125,"TL3776126125",537761,226125,"GB106038040140",,,,,,,,,,,,,,,,2012-02-23,2012-02-23,1,FALSE
"5248","THAMES - NORTH EAST","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",159171,1,"TL",37463,26465,"TL3746326465",537463,226465,"GB106038040140",,,,,,,,,,,,,,,,2012-02-23,2012-02-23,1,FALSE
"5249","SOUTHERN - KENT & E. SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",159184,1,"TR",14266,57492,"TR1426657492",614266,157492,"GB107040019770",,,,,,,,,,,,,,,,2012-05-23,2013-09-24,3,FALSE
"5250","SOUTHERN - KENT & E. SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",159185,1,"TR",14898,58234,"TR1489858234",614898,158234,"GB107040019770",7,,,,,,,,,,,,,,,2012-05-23,2012-05-23,1,FALSE
"5251","THAMES - SOUTH EAST","RAVENSBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","RAVENSBOURNE",159189,1,"TQ",38653,71106,"TQ3865371106",538653,171106,"GB106039023260",29,5,8.41,1,3,30,5,70,20,5,178,,,,2012-12-06,2012-05-23,2013-09-13,4,FALSE
"5252","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",159197,1,"SU",47014,67198,"SU4701467198",447014,167198,"GB106039023172",,,,,,,,,,,,,,,,2012-05-24,2012-05-24,1,FALSE
"5253","SOUTHERN - KENT & E. SUSSEX","ROYAL MILITARY CANAL (1)","RIVER: Natural/semi-natural flowing fresh watercourse","RMC TRIB.",159400,1,"TR",4982,18513,"TR0498218513",604982,118513,"GB107040013450",5,0.1,6,1,5,70,0,0,0,100,150,,,,2010-01-01,2013-05-15,2015-10-21,4,FALSE
"5254","SOUTHERN - KENT & E. SUSSEX","ROYAL MILITARY CANAL (1)","RIVER: Natural/semi-natural flowing fresh watercourse","NEW SEWER",159406,1,"TR",7101,26650,"TR0710126650",607101,126650,"GB107040013480",1,0.1,6.5,1,11,75,0,0,0,100,175,,,,2010-01-01,2013-05-15,2014-10-21,4,FALSE
